order-number,bo-number,warehouse,cShopifyOrderNumber,cShopifyOrderID,warehouse-status,hold-code,lHasFulfillment,lHasShipment,iAge,shopify_status,shopify_location,shopify_order_id
V9437152,0,AV,#23559654,6496159727975,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9438500,0,AV,#23560267,6496181551463,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9438869,0,AV,#23560456,6496188531047,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9439037,0,AV,#23560557,6496192135527,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9441470,0,AV,#23562061,6496244990311,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9441699,0,AV,#23562205,6496250003815,,OMSHOLD,no,no,16,NOT FOUND,,
V9443971,0,AV,#23563508,6496295846247,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9444931,0,AV,#23564047,6496314786151,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9445533,0,AV,#23564396,6496327270759,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9446323,0,AV,#23564881,6496344539495,,OMSHOLD,no,no,16,NOT FOUND,,
V9446481,0,AV,#23564963,6496347357543,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9446603,0,AV,#23565028,6496349487463,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9447615,0,AV,#23565601,6496369508711,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9448461,0,AV,#23566064,6496385597799,,OMSHOLD,no,no,16,NOT FOUND,,
V9450498,0,AV,#23567154,6496423412071,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9451775,0,AV,#23567776,6496445170023,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9451917,0,AV,#23567833,6496447234407,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9452024,0,AV,#23567862,6496448250215,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9452056,0,AV,#23567872,6496448610663,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9453050,0,AV,#23568208,6496460669287,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9453359,0,AV,#23568303,6496464142695,,,no,no,16,NOT FOUND,,
V9453420,0,AV,#23568321,6496464798055,,,no,no,16,NOT FOUND,,
V9453937,0,AV,#23568496,6496471253351,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9472350,0,AV,#23568769,6496481476967,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9392882,0,AV,#23543705,6495593529703,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9392875,0,AV,#23543702,6495593398631,,OMSHOLD,no,no,16,NOT FOUND,,
V9391849,0,AV,#23543532,6495586058599,,OMSHOLD,no,no,16,NOT FOUND,,
V9391161,0,AV,#23543384,6495579373927,,OMSHOLD,no,no,16,NOT FOUND,,
V9391890,0,AV,#23543547,6495586779495,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9391765,0,AV,#23543512,6495585173863,Packing,,no,no,16,NOT FOUND,,
V9390978,0,AV,EXCHL-22572380-1,6495577178471,Backorder,OMSHOLD,no,no,16,NOT FOUND,,
V9392519,0,AV,#23543649,6495591203175,,OMSHOLD,no,no,16,NOT FOUND,,
TG440501,0,AYS003,#23557378,6496080068967,Waved,,no,no,16,NOT FOUND,,
S9396585,0,AS,#23544044,6495606767975,Manifested,,no,no,16,NOT FOUND,,
S9415126,0,AS,#23551859,6495885656423,Manifested,,no,no,16,NOT FOUND,,
S9419915,0,AS,#23554415,6495975833959,Manifested,,no,no,16,NOT FOUND,,
S9886529,0,AS,#23563814,6496306594151,Accepted,,no,no,16,NOT FOUND,,
S9432602,0,AS,#23558708,6496126665063,Accepted,,no,no,16,NOT FOUND,,
S9397448,0,AS,#23544310,6495616598375,Manifested,,no,no,16,NOT FOUND,,
S9453934,0,AS,#23568496,6496471253351,,OMSHOLD,no,no,16,NOT FOUND,,
S9441688,0,AS,#23562196,6496249643367,XBHOSP,,no,no,16,NOT FOUND,,
S9421350,0,AS,#23551740,6495881331047,Manifested,,no,no,16,NOT FOUND,,
V9482559,0,AV,#23569090,6496494125415,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9747604,0,AS,#23572209,6496610451815,Manifested,,no,no,15,NOT FOUND,,
V9495655,0,AV,#23569385,6496506478951,,OMSHOLD,no,no,15,NOT FOUND,,
S9767454,0,AS,#23569385,6496506478951,Cancel,,no,no,15,NOT FOUND,,
V9474016,0,AV,#23568916,6496487113063,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9767620,0,AS,#23569638,6496516571495,Accepted,,no,no,15,NOT FOUND,,
V9474662,0,AV,#23568963,6496489111911,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9783909,0,AS,#23580518,6496908968295,Cancel,,no,no,15,NOT FOUND,,
V9670959,0,AV,#23570200,6496537739623,,,no,no,15,NOT FOUND,,
S9793078,0,AS,#23584215,6497040499047,Shipped,OMSHOLD,no,no,15,NOT FOUND,,
V9671544,0,AV,#23570296,6496541213031,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
SJ800003,0,AYS060,#23586497,6497121763687,Accepted,,no,no,15,NOT FOUND,,
V9671554,0,AV,#23570307,6496541606247,,OMSHOLD,no,no,15,NOT FOUND,,
S9635877,0,AS,#23569991,6496529940839,Cancel,,no,no,15,NOT FOUND,,
V9575852,0,AV,#23569638,6496516571495,,CARR,no,no,15,NOT FOUND,,
S9831950,0,AS,#23588705,6497201914215,Cancel,,no,no,15,NOT FOUND,,
V9560400,0,AV,#23569510,6496511590759,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9827841,0,AS,#23587190,6497146175847,,OMSHOLD,no,no,15,NOT FOUND,,
V9673792,0,AV,#23570441,6496546488679,,,no,no,15,NOT FOUND,,
S9798702,0,AS,#23586230,6497112293735,,OMSHOLD,no,no,15,NOT FOUND,,
V9674317,0,AV,#23570472,6496547602791,,OMSHOLD,no,no,15,NOT FOUND,,
S9798070,0,AS,#23586055,6497105969511,,OMSHOLD,no,no,15,NOT FOUND,,
V9676065,0,AV,#23570570,6496551141735,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9840592,0,AS,#23591189,6497289175399,Manifested,,no,no,15,NOT FOUND,,
V9676158,0,AV,#23570586,6496551698791,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
TG217802,0,AYS003,#23586263,6497113407847,Accepted,,no,no,15,NOT FOUND,,
V9678367,0,AV,#23570700,6496555762023,,OMSHOLD,no,no,15,NOT FOUND,,
S9841566,0,AS,#23591559,6497576616295,Manifested,OMSHOLD,no,no,15,NOT FOUND,,
V9678745,0,AV,#23570674,6496554844519,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9760319,0,AS,#23572698,6496627982695,Accepted,,no,no,15,NOT FOUND,,
V9680304,0,AV,#23570736,6496557105511,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9557618,0,AS,#23569469,6496509952359,Cancel,,no,no,15,NOT FOUND,,
V9682080,0,AV,#23570770,6496558317927,,,no,no,15,NOT FOUND,,
S9674317,0,AS,#23570472,6496547602791,,OMSHOLD,no,no,15,NOT FOUND,,
V9673728,0,AV,#23570437,6496546357607,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
S9673315,0,AS,#23570423,6496545833319,,OMSHOLD,no,no,15,NOT FOUND,,
V9672428,0,AV,#23570364,6496543736167,,OMSHOLD,no,no,15,NOT FOUND,,
S9557919,0,AS,#23569472,6496510050663,Manifested,,no,no,15,NOT FOUND,,
V9698473,0,AV,#23571214,6496574308711,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
V9699067,0,AV,#23571242,6496575258983,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
V9705355,0,AV,#23571567,6496587186535,,,no,no,15,NOT FOUND,,
V9670498,0,AV,#23570178,6496536920423,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
V9745773,0,AV,#23572183,6496609501543,Backorder,OMSHOLD,no,no,15,NOT FOUND,,
