order-number,bo-number,warehouse,cShopifyOrderNumber,cShopifyOrderID,warehouse-status,hold-code,lHasFulfillment,lHasShipment,iAge,shopify_status,shopify_location,shopify_order_id
S7515775,0,AS,#22939894,6473756311911,Manifested,,no,no,42,NOT FOUND,,
S7589328,0,AS,#22961037,6474515054951,Manifested,,no,no,42,NOT FOUND,,
S7515869,0,AS,#22939905,6473756836199,Manifested,,no,no,42,NOT FOUND,,
S7589400,0,AS,#22961072,6474516365671,Manifested,,no,no,42,NOT FOUND,,
S7516193,0,AS,#22939957,6473758998887,Manifested,,no,no,42,NOT FOUND,,
S7589599,0,AS,#22961151,6474519445863,Manifested,,no,no,42,NOT FOUND,,
S7513194,0,AS,#22939342,6473733833063,Manifested,,no,no,42,NOT FOUND,,
S7589690,0,AS,#22961206,6474521575783,Manifested,,no,no,42,NOT FOUND,,
S7512818,0,AS,#22939313,6473732587879,Manifested,,no,no,42,NOT FOUND,,
S7589819,0,AS,#22961250,6474523410791,Manifested,,no,no,42,NOT FOUND,,
S7516246,0,AS,#22939982,6473759981927,Manifested,,no,no,42,NOT FOUND,,
S7589875,0,AS,#22961259,6474523771239,Manifested,,no,no,42,NOT FOUND,,
S7516489,0,AS,#22940039,6473762210151,Manifested,,no,no,42,NOT FOUND,,
S7589877,0,AS,#22961272,6474524295527,Manifested,,no,no,42,NOT FOUND,,
S7517003,0,AS,#22940144,6473766437223,Manifested,,no,no,42,NOT FOUND,,
S7589887,0,AS,#22961179,6474520494439,Manifested,,no,no,42,NOT FOUND,,
S7516216,0,AS,#22939961,6473759162727,Manifested,,no,no,42,NOT FOUND,,
S7589889,0,AS,#22961279,6474524557671,Manifested,,no,no,42,NOT FOUND,,
S7517616,0,AS,#22940389,6473775874407,Accepted,,no,no,42,NOT FOUND,,
S7589959,0,AS,#22961303,6474525540711,Manifested,,no,no,42,NOT FOUND,,
S7517625,0,AS,#22940389,6473775874407,Manifested,,no,no,42,NOT FOUND,,
S7589970,0,AS,#22961211,6474521772391,Manifested,,no,no,42,NOT FOUND,,
S7518008,0,AS,#22940294,6473772269927,Manifested,,no,no,42,NOT FOUND,,
S7590055,0,AS,#22961337,6474526884199,Manifested,,no,no,42,NOT FOUND,,
S7518902,0,AS,#22940426,6473777217895,Manifested,,no,no,42,NOT FOUND,,
S7590113,0,AS,#22961360,6474527900007,Manifested,,no,no,42,NOT FOUND,,
S7519003,0,AS,#22940666,6473785934183,,OMSHOLD,no,no,42,NOT FOUND,,
S7590114,0,AS,#22961355,6474527703399,Manifested,,no,no,42,NOT FOUND,,
S7522456,0,AS,#22940628,6473784590695,Manifested,,no,no,42,NOT FOUND,,
S7583624,0,AS,#22958073,6474410099047,Manifested,,no,no,42,NOT FOUND,,
S7523336,0,AS,#22940804,6473790882151,Manifested,,no,no,42,NOT FOUND,,
S7590241,0,AS,#22961307,6474525704551,Manifested,,no,no,42,NOT FOUND,,
S7523945,0,AS,#22940917,6473794978151,Manifested,,no,no,42,NOT FOUND,,
S7590343,0,AS,#22961345,6474527277415,Manifested,,no,no,42,NOT FOUND,,
S7523956,0,AS,#22940681,6473786491239,Manifested,,no,no,42,NOT FOUND,,
S7594410,0,AS,#22951018,6474156343655,Manifested,,no,no,42,NOT FOUND,,
S7524822,0,AS,#22941101,6473801564519,Manifested,,no,no,42,NOT FOUND,,
S7585919,0,AS,#22959672,6474466001255,Shipped,OMSHOLD,no,no,42,NOT FOUND,,
S7524978,0,AS,#22941153,6473803432295,Manifested,,no,no,42,NOT FOUND,,
S7702622,0,AS,#22940807,6473791013223,Accepted,OMSHOLD,no,no,42,NOT FOUND,,
S7525487,0,AS,#22941263,6473807331687,Manifested,,no,no,42,NOT FOUND,,
S7586764,0,AS,#22960095,6474480746855,XBHOSP,,no,no,42,NOT FOUND,,
S7525507,0,AS,#22941286,6473808118119,Manifested,,no,no,42,NOT FOUND,,
S7587445,0,AS,#22959662,6474465640807,Manifested,,no,no,42,NOT FOUND,,
S7526452,0,AS,#22941521,6473816408423,Manifested,,no,no,42,NOT FOUND,,
S7665570,0,AS,#22940389,6473775874407,Accepted,,no,no,42,NOT FOUND,,
S7526992,0,AS,#22941285,6473808085351,Manifested,,no,no,42,NOT FOUND,,
S7587460,0,AS,#22960087,6474480484711,Manifested,,no,no,42,NOT FOUND,,
S7527334,0,AS,#22941386,6473811624295,Manifested,,no,no,42,NOT FOUND,,
S7587752,0,AS,#22960516,6474495754599,Manifested,,no,no,42,NOT FOUND,,
S7527427,0,AS,#22941790,6473826074983,Manifested,,no,no,42,NOT FOUND,,
S7587754,0,AS,#22960244,6474486022503,Manifested,,no,no,42,NOT FOUND,,
S7527658,0,AS,#22941473,6473814671719,Manifested,,no,no,42,NOT FOUND,,
S7587807,0,AS,#22960284,6474487431527,Manifested,,no,no,42,NOT FOUND,,
S7527669,0,AS,#22941887,6473829515623,Manifested,,no,no,42,NOT FOUND,,
S7602408,0,AS,#22960752,6474504241511,Manifested,,no,no,42,NOT FOUND,,
S7528034,0,AS,#22942494,6473851339111,Shipped,OMSHOLD,no,no,42,NOT FOUND,,
S7613973,0,AS,#22949936,6474117906791,Accepted,,no,no,42,NOT FOUND,,
S7528159,0,AS,#22941574,6473818243431,Manifested,,no,no,42,NOT FOUND,,
S7587454,0,AS,#22960081,6474480288103,Manifested,,no,no,42,NOT FOUND,,
S7528568,0,AS,#22942690,6473858416999,XB_shipping,,no,no,42,NOT FOUND,,
S7583737,0,AS,#22958145,6474412556647,Manifested,,no,no,42,NOT FOUND,,
S7528579,0,AS,#22942142,6473838559591,Manifested,,no,no,42,NOT FOUND,,
S7583987,0,AS,#22958813,6474436051303,Accepted,,no,no,42,NOT FOUND,,
S7528983,0,AS,#22942234,6473842000231,Manifested,,no,no,42,NOT FOUND,,
S7583989,0,AS,#22958813,6474436051303,Manifested,,no,no,42,NOT FOUND,,
S7529528,0,AS,#22942442,6473849471335,Manifested,,no,no,42,NOT FOUND,,
S7584777,0,AS,#22958612,6474428907879,Manifested,,no,no,42,NOT FOUND,,
S7530679,0,AS,#22942819,6473863135591,Manifested,,no,no,42,NOT FOUND,,
S7584895,0,AS,#22958688,6474431594855,Manifested,,no,no,42,NOT FOUND,,
S7531183,0,AS,#22942390,6473847701863,Manifested,,no,no,42,NOT FOUND,,
S7585104,0,AS,#22958772,6474434445671,Manifested,,no,no,42,NOT FOUND,,
S7531592,0,AS,#22943856,6473900196199,Manifested,,no,no,42,NOT FOUND,,
S7585168,0,AS,#22959351,6474454729063,Manifested,,no,no,42,NOT FOUND,,
S7532462,0,AS,#22943393,6473883812199,Manifested,,no,no,42,NOT FOUND,,
S7583483,0,AS,#22958019,6474408132967,Manifested,,no,no,42,NOT FOUND,,
S7534055,0,AS,#22944895,6473937322343,Shipped,OMSHOLD,no,no,42,NOT FOUND,,
S7583465,0,AS,#22957998,6474407412071,Manifested,,no,no,42,NOT FOUND,,
S7534416,0,AS,#22944206,6473912582503,Manifested,,no,no,42,NOT FOUND,,
S7583444,0,AS,#22957450,6474387652967,Manifested,,no,no,42,NOT FOUND,,
S7534852,0,AS,#22945165,6473947021671,XB_shipping,,no,no,42,NOT FOUND,,
S7594545,0,AS,#22951262,6474164765031,Manifested,,no,no,42,NOT FOUND,,
S7536745,0,AS,#22944654,6473928474983,Manifested,,no,no,42,NOT FOUND,,
S7594387,0,AS,#22950953,6474154017127,Manifested,,no,no,42,NOT FOUND,,
S7537467,0,AS,#22943892,6473901506919,Manifested,,no,no,42,NOT FOUND,,
S7594480,0,AS,#22951120,6474159882599,Manifested,,no,no,42,NOT FOUND,,
S7539555,0,AS,#22944854,6473935913319,Manifested,,no,no,42,NOT FOUND,,
S7540090,0,AS,#22944941,6473939059047,Manifested,,no,no,42,NOT FOUND,,
S7540891,0,AS,#22945985,6473976447335,Accepted,OMSHOLD,no,no,42,NOT FOUND,,
S7541594,0,AS,#22944484,6473922511207,Manifested,,no,no,42,NOT FOUND,,
S7541632,0,AS,#22940428,6473777283431,Manifested,,no,no,42,NOT FOUND,,
S7542112,0,AS,#22946266,6473986539879,Shipped,OMSHOLD,no,no,42,NOT FOUND,,
S7546784,0,AS,#22945845,6473971368295,Manifested,,no,no,42,NOT FOUND,,
S7548253,0,AS,#22947092,6474016489831,,OMSHOLD,no,no,42,NOT FOUND,,
S7517152,0,AS,#22940171,6473767453031,Manifested,,no,no,42,NOT FOUND,,
S7553233,0,AS,#22947938,6474047062375,Manifested,,no,no,42,NOT FOUND,,
S7516583,0,AS,#22940058,6473762996583,Manifested,,no,no,42,NOT FOUND,,
S7557732,0,AS,#22948942,6474082648423,Manifested,,no,no,42,NOT FOUND,,
S7558079,0,AS,#22949078,6474087629159,Manifested,,no,no,42,NOT FOUND,,
S7558655,0,AS,#22949281,6474094674279,Manifested,,no,no,42,NOT FOUND,,
S7558734,0,AS,#22948444,6474065150311,Manifested,,no,no,42,NOT FOUND,,
S7558947,0,AS,#22949380,6474098180455,Manifested,,no,no,42,NOT FOUND,,
S7559107,0,AS,#22949449,6474100670823,Manifested,,no,no,42,NOT FOUND,,
S7559838,0,AS,#22950684,6474144383335,,OMSHOLD,no,no,42,NOT FOUND,,
S7560394,0,AS,#22949983,6474119577959,Manifested,,no,no,42,NOT FOUND,,
S7561582,0,AS,#22951495,6474173055335,XB_shipping,,no,no,42,NOT FOUND,,
S7561665,0,AS,#22951547,6474174857575,Manifested,OMSHOLD,no,no,42,NOT FOUND,,
S7561771,0,AS,#22951574,6474175938919,Accepted,,no,no,42,NOT FOUND,,
S7563619,0,AS,#22952443,6474206970215,Accepted,,no,no,42,NOT FOUND,,
S7563622,0,AS,#22952443,6474206970215,Manifested,,no,no,42,NOT FOUND,,
S7563721,0,AS,#22951573,6474175906151,Manifested,,no,no,42,NOT FOUND,,
S7563759,0,AS,#22952507,6474209296743,XB_shipping,,no,no,42,NOT FOUND,,
S7564103,0,AS,#22951765,6474182689127,Manifested,,no,no,42,NOT FOUND,,
S7564400,0,AS,#22952815,6474220175719,XB_shipping,,no,no,42,NOT FOUND,,
S7564616,0,AS,#22951067,6474158047591,Manifested,,no,no,42,NOT FOUND,,
S7565302,0,AS,#22953277,6474237051239,Accepted,,no,no,42,NOT FOUND,,
S7513625,0,AS,#22939525,6473741173095,Manifested,,no,no,42,NOT FOUND,,
S7565625,0,AS,#22951654,6474178822503,Manifested,,no,no,42,NOT FOUND,,
S7566177,0,AS,#22952836,6474220863847,Manifested,,no,no,42,NOT FOUND,,
S7567086,0,AS,#22953293,6474237641063,Manifested,,no,no,42,NOT FOUND,,
S7567718,0,AS,#22952724,6474216833383,Manifested,,no,no,42,NOT FOUND,,
PC557932,0,AYS053,#22949918,6474117284199,Accepted,,no,no,42,NOT FOUND,,
RG560473,0,AYS034,#22950981,6474155098471,Shipped,OMSHOLD,no,no,42,NOT FOUND,,
RG561129,0,AYS034,#22951275,6474165191015,Shipped,OMSHOLD,no,no,42,NOT FOUND,,
S0517616,0,AS,#22940389,6473775874407,Manifested,,no,no,42,NOT FOUND,,
PM583938,0,AYS031,#22958790,6474435133799,,OMSHOLD,no,no,42,NOT FOUND,,
RC550521,0,AYS022,#22946119,6473981100391,Accepted,,no,no,42,NOT FOUND,,
RF557932,0,AYS093,#22949918,6474117284199,Accepted,,no,no,42,NOT FOUND,,
SM585731,0,AYS002,#22959590,6474463150439,Accepted,,no,no,42,NOT FOUND,,
SP586756,0,AYS032,#22960089,6474480550247,,OMSHOLD,no,no,42,NOT FOUND,,
V7514397,0,AV,#22939659,6473746809191,,OMSHOLD,no,no,42,NOT FOUND,,
V7514849,0,AV,#22939767,6473751167335,,,no,no,42,NOT FOUND,,
V7515197,0,AV,#22939838,6473754018151,,,no,no,42,NOT FOUND,,
V7518017,0,AV,#22940477,6473779085671,,OMSHOLD,no,no,42,NOT FOUND,,
V7518116,0,AV,#22940493,6473779675495,,OMSHOLD,no,no,42,NOT FOUND,,
V7518281,0,AV,#22940531,6473781051751,,OMSHOLD,no,no,42,NOT FOUND,,
V7518351,0,AV,#22940545,6473781576039,,OMSHOLD,no,no,42,NOT FOUND,,
V7518469,0,AV,#22940565,6473782296935,,OMSHOLD,no,no,42,NOT FOUND,,
V7518602,0,AV,#22940593,6473783312743,,OMSHOLD,no,no,42,NOT FOUND,,
V7517915,0,AV,#22940451,6473778168167,,OMSHOLD,no,no,42,NOT FOUND,,
V7516227,0,AV,#22940087,6473764143463,,,no,no,42,NOT FOUND,,
V7518982,0,AV,#22940666,6473785934183,,OMSHOLD,no,no,42,NOT FOUND,,
V7519140,0,AV,#22940684,6473786589543,,OMSHOLD,no,no,42,NOT FOUND,,
V7519275,0,AV,#22940713,6473787539815,,OMSHOLD,no,no,42,NOT FOUND,,
V7519511,0,AV,#22940740,6473788555623,,OMSHOLD,no,no,42,NOT FOUND,,
V7522871,0,AV,#22940934,6473795600743,,OMSHOLD,no,no,42,NOT FOUND,,
V7523493,0,AV,#22941083,6473800941927,,OMSHOLD,no,no,42,NOT FOUND,,
V7524972,0,AV,#22941498,6473815523687,,OMSHOLD,no,no,42,NOT FOUND,,
V7526843,0,AV,#22942075,6473836298599,,OMSHOLD,no,no,42,NOT FOUND,,
V7527992,0,AV,#22942484,6473850978663,,,no,no,42,NOT FOUND,,
V7518837,0,AV,#22940640,6473785016679,,OMSHOLD,no,no,42,NOT FOUND,,
V7518731,0,AV,#22940610,6473783968103,,OMSHOLD,no,no,42,NOT FOUND,,
V7529130,0,AV,#22942901,6473866117479,,CSR,no,no,42,NOT FOUND,,
V7530204,0,AV,#22943321,6473881190759,,OMSHOLD,no,no,42,NOT FOUND,,
V7531158,0,AV,#22943672,6473893511527,,,no,no,42,NOT FOUND,,
V7531309,0,AV,#22943746,6473896231271,,OMSHOLD,no,no,42,NOT FOUND,,
V7531939,0,AV,#22944013,6473905733991,,OMSHOLD,no,no,42,NOT FOUND,,
V7532079,0,AV,#22944066,6473907601767,,,no,no,42,NOT FOUND,,
V7532627,0,AV,#22944292,6473915597159,,OMSHOLD,no,no,42,NOT FOUND,,
V7532782,0,AV,#22944374,6473918447975,,OMSHOLD,no,no,42,NOT FOUND,,
V7534468,0,AV,#22945049,6473942925671,,OMSHOLD,no,no,42,NOT FOUND,,
V7514974,0,AV,#22939790,6473752117607,,OMSHOLD,no,no,42,NOT FOUND,,
V7535397,0,AV,#22945314,6473952559463,,OMSHOLD,no,no,42,NOT FOUND,,
V7538648,0,AV,#22945608,6473962946919,,OMSHOLD,no,no,42,NOT FOUND,,
V7539575,0,AV,#22945709,6473966584167,,OMSHOLD,no,no,42,NOT FOUND,,
V7513174,0,AV,#22939469,6473738781031,,OMSHOLD,no,no,42,NOT FOUND,,
V7540891,0,AV,#22945985,6473976447335,,,no,no,42,NOT FOUND,,
V7541719,0,AV,#22945808,6473970090343,,,no,no,42,NOT FOUND,,
V7542990,0,AV,#22946420,6473992110439,Backorder,OMSHOLD,no,no,42,NOT FOUND,,
V7542993,0,AV,#22946425,6473992307047,,OMSHOLD,no,no,42,NOT FOUND,,
V7544716,0,AV,#22946522,6473995780455,,OMSHOLD,no,no,42,NOT FOUND,,
V7545415,0,AV,#22946582,6473997943143,,OMSHOLD,no,no,42,NOT FOUND,,
V7546627,0,AV,#22946672,6474001121639,,OMSHOLD,no,no,42,NOT FOUND,,
V7548108,0,AV,#22947037,6474014622055,,OMSHOLD,no,no,42,NOT FOUND,,
V7548512,0,AV,#22947143,6474018423143,,OMSHOLD,no,no,42,NOT FOUND,,
V7548697,0,AV,#22947209,6474020913511,,,no,no,42,NOT FOUND,,
V7548818,0,AV,#22947255,6474022584679,,,no,no,42,NOT FOUND,,
V7549049,0,AV,#22947322,6474025009511,,,no,no,42,NOT FOUND,,
V7549249,0,AV,#22947388,6474027270503,,OMSHOLD,no,no,42,NOT FOUND,,
V7549406,0,AV,#22947453,6474029597031,,OMSHOLD,no,no,42,NOT FOUND,,
V7549550,0,AV,#22947506,6474031432039,,OMSHOLD,no,no,42,NOT FOUND,,
V7549618,0,AV,#22947531,6474032284007,,,no,no,42,NOT FOUND,,
V7549934,0,AV,#22947645,6474036412775,,OMSHOLD,no,no,42,NOT FOUND,,
V7550371,0,AV,#22947815,6474042409319,,OMSHOLD,no,no,42,NOT FOUND,,
V7550538,0,AV,#22947890,6474045260135,,OMSHOLD,no,no,42,NOT FOUND,,
V7550588,0,AV,#22947903,6474045751655,,,no,no,42,NOT FOUND,,
V7550757,0,AV,#22947964,6474048045415,,OMSHOLD,no,no,42,NOT FOUND,,
V7550988,0,AV,#22948051,6474051027303,,OMSHOLD,no,no,42,NOT FOUND,,
V7551129,0,AV,#22948107,6474052960615,,OMSHOLD,no,no,42,NOT FOUND,,
V7551141,0,AV,#22948111,6474053157223,,,no,no,42,NOT FOUND,,
V7551487,0,AV,#22948250,6474058170727,,OMSHOLD,no,no,42,NOT FOUND,,
V7551782,0,AV,#22948350,6474061676903,,OMSHOLD,no,no,42,NOT FOUND,,
V7551796,0,AV,#22948358,6474062004583,,,no,no,42,NOT FOUND,,
V7552113,0,AV,#22948461,6474065641831,,OMSHOLD,no,no,42,NOT FOUND,,
V7552353,0,AV,#22948561,6474069148007,,,no,no,42,NOT FOUND,,
V7552993,0,AV,#22948768,6474076291431,,,no,no,42,NOT FOUND,,
V7553191,0,AV,#22948822,6474078257511,,OMSHOLD,no,no,42,NOT FOUND,,
V7553202,0,AV,#22948830,6474078519655,,,no,no,42,NOT FOUND,,
V7553697,0,AV,#22948945,6474082713959,Backorder,OMSHOLD,no,no,42,NOT FOUND,,
V7553854,0,AV,#22948999,6474084712807,,,no,no,42,NOT FOUND,,
V7556243,0,AV,#22949233,6474092937575,,OMSHOLD,no,no,42,NOT FOUND,,
V7556424,0,AV,#22949286,6474094903655,,,no,no,42,NOT FOUND,,
V7556496,0,AV,#22949323,6474096214375,,,no,no,42,NOT FOUND,,
V7556533,0,AV,#22949331,6474096443751,,,no,no,42,NOT FOUND,,
V7556765,0,AV,#22949435,6474100212071,,,no,no,42,NOT FOUND,,
V7556835,0,AV,#22949453,6474100736359,,,no,no,42,NOT FOUND,,
V7557110,0,AV,#22949571,6474105028967,,OMSHOLD,no,no,42,NOT FOUND,,
V7557708,0,AV,#22949825,6474113941863,,,no,no,42,NOT FOUND,,
V7558351,0,AV,#22950087,6474123215207,,,no,no,42,NOT FOUND,,
V7558640,0,AV,#22950212,6474127737191,,OMSHOLD,no,no,42,NOT FOUND,,
V7559210,0,AV,#22950406,6474134618471,,OMSHOLD,no,no,42,NOT FOUND,,
V7559477,0,AV,#22950529,6474138911079,,OMSHOLD,no,no,42,NOT FOUND,,
V7559576,0,AV,#22950567,6474140320103,,,no,no,42,NOT FOUND,,
V7559668,0,AV,#22950613,6474141925735,,OMSHOLD,no,no,42,NOT FOUND,,
V7559765,0,AV,#22950653,6474143236455,,,no,no,42,NOT FOUND,,
V7559835,0,AV,#22950684,6474144383335,,OMSHOLD,no,no,42,NOT FOUND,,
V7560056,0,AV,#22950783,6474147987815,,OMSHOLD,no,no,42,NOT FOUND,,
V7560177,0,AV,#22950852,6474150412647,,,no,no,42,NOT FOUND,,
V7560255,0,AV,#22950889,6474151723367,,OMSHOLD,no,no,42,NOT FOUND,,
V7560473,0,AV,#22950981,6474155098471,,OMSHOLD,no,no,42,NOT FOUND,,
V7560979,0,AV,#22951209,6474162897255,,OMSHOLD,no,no,42,NOT FOUND,,
V7561129,0,AV,#22951275,6474165191015,,OMSHOLD,no,no,42,NOT FOUND,,
V7561473,0,AV,#22951442,6474171122023,,OMSHOLD,no,no,42,NOT FOUND,,
V7561499,0,AV,#22951453,6474171515239,,OMSHOLD,no,no,42,NOT FOUND,,
V7561596,0,AV,#22951503,6474173317479,,OMSHOLD,no,no,42,NOT FOUND,,
V7561727,0,AV,#22951572,6474175873383,,OMSHOLD,no,no,42,NOT FOUND,,
V7561925,0,AV,#22951645,6474178462055,,OMSHOLD,no,no,42,NOT FOUND,,
V7562294,0,AV,#22951813,6474184360295,,OMSHOLD,no,no,42,NOT FOUND,,
V7562483,0,AV,#22951895,6474187243879,,OMSHOLD,no,no,42,NOT FOUND,,
V7562634,0,AV,#22951959,6474189472103,,OMSHOLD,no,no,42,NOT FOUND,,
V7562735,0,AV,#22952033,6474192060775,,OMSHOLD,no,no,42,NOT FOUND,,
V7562931,0,AV,#22952122,6474195304807,,OMSHOLD,no,no,42,NOT FOUND,,
V7563130,0,AV,#22952229,6474199302503,,OMSHOLD,no,no,42,NOT FOUND,,
V7563451,0,AV,#22952372,6474204381543,,OMSHOLD,no,no,42,NOT FOUND,,
V7563878,0,AV,#22952553,6474210902375,,OMSHOLD,no,no,42,NOT FOUND,,
V7565464,0,AV,#22953350,6474239574375,,,no,no,42,NOT FOUND,,
V7568220,0,AV,#22954607,6474284630375,,OMSHOLD,no,no,42,NOT FOUND,,
V7568498,0,AV,#22954729,6474288955751,,OMSHOLD,no,no,42,NOT FOUND,,
V7568956,0,AV,#22954888,6474294624615,,OMSHOLD,no,no,42,NOT FOUND,,
V7569284,0,AV,#22955019,6474299408743,,,no,no,42,NOT FOUND,,
V7571040,0,AV,#22955448,6474314776935,,OMSHOLD,no,no,42,NOT FOUND,,
V7535285,0,AV,#22945279,6473951248743,,,no,no,42,NOT FOUND,,
V7584765,0,AV,#22959165,6474448306535,,OMSHOLD,no,no,42,NOT FOUND,,
V7586401,0,AV,#22959918,6474474553703,,OMSHOLD,no,no,42,NOT FOUND,,
V7587066,0,AV,#22960216,6474485039463,,,no,no,42,NOT FOUND,,
V7587261,0,AV,#22960305,6474488152423,,,no,no,42,NOT FOUND,,
V7587562,0,AV,#22960437,6474492903783,,,no,no,42,NOT FOUND,,
V7588056,0,AV,#22960654,6474500637031,,,no,no,42,NOT FOUND,,
V7588687,0,AV,#22960919,6474510434663,,OMSHOLD,no,no,42,NOT FOUND,,
V7589457,0,AV,#22961229,6474522591591,,OMSHOLD,no,no,42,NOT FOUND,,
V7589510,0,AV,#22961242,6474523083111,,OMSHOLD,no,no,42,NOT FOUND,,
V7528763,0,AV,#22942764,6473861136743,,,no,no,42,NOT FOUND,,
V7528221,0,AV,#22942561,6473853731175,,,no,no,42,NOT FOUND,,
ET654243,0,AYS056,#22980572,6475222778215,Accepted,,no,no,41,NOT FOUND,,
V7590133,0,AV,#22961458,6474531963239,,OMSHOLD,no,no,41,NOT FOUND,,
MA599932,0,AYS083,#22964082,6474630889831,Accepted,,no,no,41,NOT FOUND,,
V7590777,0,AV,#22961670,6474540974439,,OMSHOLD,no,no,41,NOT FOUND,,
GD663118,0,AYS081,#22983344,6475321966951,Accepted,,no,no,41,NOT FOUND,,
V7590875,0,AV,#22961695,6474541891943,,OMSHOLD,no,no,41,NOT FOUND,,
S0629923,0,AS,#22972758,6474943037799,Manifested,OMSHOLD,no,no,41,NOT FOUND,,
V7590883,0,AV,#22961696,6474541924711,,OMSHOLD,no,no,41,NOT FOUND,,
BS597233,0,AYS092,#22963052,6474593861991,Accepted,,no,no,41,NOT FOUND,,
V7590924,0,AV,#22961708,6474542383463,,OMSHOLD,no,no,41,NOT FOUND,,
S0636105,0,AS,#22975321,6475034624359,Manifested,,no,no,41,NOT FOUND,,
V7590945,0,AV,#22961717,6474542809447,,OMSHOLD,no,no,41,NOT FOUND,,
S7590947,0,AS,#22961614,6474538615143,Manifested,,no,no,41,NOT FOUND,,
V7590989,0,AV,#22961728,6474543268199,,OMSHOLD,no,no,41,NOT FOUND,,
MM624778,0,AYS089,#22971596,6474901029223,Accepted,,no,no,41,NOT FOUND,,
V7591024,0,AV,#22961738,6474543694183,,OMSHOLD,no,no,41,NOT FOUND,,
S7590822,0,AS,#22961680,6474541334887,,OMSHOLD,no,no,41,NOT FOUND,,
V7591036,0,AV,#22961740,6474543726951,,OMSHOLD,no,no,41,NOT FOUND,,
S7591161,0,AS,#22961686,6474541531495,Manifested,,no,no,41,NOT FOUND,,
V7591046,0,AV,#22961747,6474544054631,,OMSHOLD,no,no,41,NOT FOUND,,
S7590714,0,AS,#22961563,6474536452455,Accepted,,no,no,41,NOT FOUND,,
V7591061,0,AV,#22961751,6474544251239,,OMSHOLD,no,no,41,NOT FOUND,,
S7590422,0,AS,#22961477,6474532749671,Manifested,,no,no,41,NOT FOUND,,
V7590026,0,AV,#22961420,6474530357607,,OMSHOLD,no,no,41,NOT FOUND,,
S7590408,0,AS,#22961468,6474532389223,Manifested,,no,no,41,NOT FOUND,,
V7589853,0,AV,#22961373,6474528457063,,,no,no,41,NOT FOUND,,
S7594499,0,AS,#22961947,6474552148327,Manifested,,no,no,41,NOT FOUND,,
V7591118,0,AV,#22961769,6474544939367,,,no,no,41,NOT FOUND,,
S7594541,0,AS,#22961952,6474552344935,Manifested,,no,no,41,NOT FOUND,,
V7591123,0,AV,#22961776,6474545234279,,OMSHOLD,no,no,41,NOT FOUND,,
S7594542,0,AS,#22961953,6474552377703,Manifested,,no,no,41,NOT FOUND,,
V7591173,0,AV,#22961786,6474545627495,,OMSHOLD,no,no,41,NOT FOUND,,
S7590515,0,AS,#22961511,6474534125927,Accepted,,no,no,41,NOT FOUND,,
V7591257,0,AV,#22961815,6474546774375,,OMSHOLD,no,no,41,NOT FOUND,,
S7594616,0,AS,#22961977,6474553393511,Manifested,,no,no,41,NOT FOUND,,
V7591260,0,AV,#22961816,6474546839911,,sAddr,no,no,41,NOT FOUND,,
S7594624,0,AS,#22961980,6474553491815,Manifested,,no,no,41,NOT FOUND,,
V7591282,0,AV,#22961828,6474547298663,,OMSHOLD,no,no,41,NOT FOUND,,
S7594708,0,AS,#22962098,6474558275943,Manifested,,no,no,41,NOT FOUND,,
V7591317,0,AV,#22961836,6474547593575,,OMSHOLD,no,no,41,NOT FOUND,,
S7590130,0,AS,#22961364,6474528063847,Manifested,,no,no,41,NOT FOUND,,
V7591333,0,AV,#22961839,6474547691879,,OMSHOLD,no,no,41,NOT FOUND,,
S7591037,0,AS,#22961632,6474539401575,Manifested,,no,no,41,NOT FOUND,,
V7591373,0,AV,#22961848,6474548052327,,OMSHOLD,no,no,41,NOT FOUND,,
S7591057,0,AS,#22961647,6474540024167,Manifested,,no,no,41,NOT FOUND,,
V7591461,0,AV,#22961861,6474548576615,,OMSHOLD,no,no,41,NOT FOUND,,
S7594216,0,AS,#22961989,6474553885031,Manifested,,no,no,41,NOT FOUND,,
V7591475,0,AV,#22961862,6474548609383,,OMSHOLD,no,no,41,NOT FOUND,,
S7593889,0,AS,#22961812,6474546676071,Cancel,OMSHOLD,no,no,41,NOT FOUND,,
V7591476,0,AV,#22961863,6474548674919,,OMSHOLD,no,no,41,NOT FOUND,,
S7593391,0,AS,#22961873,6474549100903,Manifested,,no,no,41,NOT FOUND,,
V7591498,0,AV,#22961872,6474549068135,,OMSHOLD,no,no,41,NOT FOUND,,
S7591080,0,AS,#22961657,6474540417383,Manifested,,no,no,41,NOT FOUND,,
V7591549,0,AV,#22961879,6474549363047,,OMSHOLD,no,no,41,NOT FOUND,,
S7591656,0,AS,#22961784,6474545529191,Accepted,,no,no,41,NOT FOUND,,
V7591679,0,AV,#22961898,6474550116711,,OMSHOLD,no,no,41,NOT FOUND,,
S7591336,0,AS,#22961730,6474543333735,Manifested,,no,no,41,NOT FOUND,,
V7591704,0,AV,#22961908,6474550575463,,OMSHOLD,no,no,41,NOT FOUND,,
S7591281,0,AS,#22961721,6474542973287,Manifested,,no,no,41,NOT FOUND,,
V7591763,0,AV,#22961919,6474551001447,,OMSHOLD,no,no,41,NOT FOUND,,
S7591202,0,AS,#22961701,6474542121319,Manifested,,no,no,41,NOT FOUND,,
V7591843,0,AV,#22961924,6474551263591,,OMSHOLD,no,no,41,NOT FOUND,,
S7594739,0,AS,#22961994,6474554114407,Manifested,,no,no,41,NOT FOUND,,
