V6958463,0,AV,#20101107,6255633334452,,OMSHOLD,no,no,136
V6979954,0,AV,#20113493,6256703111348,,OMSHOLD,no,no,136
V7008098,0,AV,#20129657,6259023380660,,,no,no,135
V7006826,0,AV,#20128822,6258935857332,,OMSHOLD,no,no,135
V7687653,0,AV,#20122677,6258237997236,,OMSHOLD,no,no,135
TG027750,0,AYS003,#20139940,6260229570740,,,no,no,134
S0031376,0,AS,#20141508,6260459110580,,,no,no,134
V7092826,0,AV,#20176065,6263184195764,,,no,no,133
V7113710,0,AV,#20188387,6264486265012,,OMSHOLD,no,no,132
V7250338,0,AV,#20270940,6271905562804,,,no,no,129
S7256424,0,AS,#20252889,6270505287860,,,no,no,129
KT272346,0,AYS082,#20282049,6273069646004,Accepted,,no,no,128
V7254615,0,AV,#20272876,6272350978228,,,no,no,128
V7279860,0,AV,#20287045,6273477247156,,,no,no,128
OA307433,0,AYS015,#20301297,6274875621556,Accepted,,no,no,127
CE309768,0,AYS101,#20302799,6274994438324,Accepted,,no,no,127
IP343600,0,AYS039,#20322021,6276861296820,,,no,no,126
TG370130,0,AYS003,#20308250,6275871801524,Accepted,,no,no,126
V7345571,0,AV,#20323399,6277166694580,,,no,no,125
CC380410,0,AYS028,#20343646,6278701023412,Backorder,,no,no,125
FI364745,0,AYS007,#20334909,6278126502068,Accepted,,no,no,125
CC409769,0,AYS028,#20359475,6280045297844,Backorder,,no,no,124
D7860781,0,AM,#20353193,6279709098164,,,no,no,124
D7828054,0,AM,#20371317,6280727560372,,,no,no,124
D7397521,0,AM,#20352426,6279668007092,Shipped,,no,no,124
D7914546,0,AM,#20377804,6282233938100,,,no,no,123
D7866152,0,AM,#20389656,6282852860084,,,no,no,123
V7430543,0,AV,#20372841,6281751036084,,OMSHOLD,no,no,123
V7465419,0,AV,#20394341,6283144921268,,OMSHOLD,no,no,123
V7540035,0,AV,#20432485,6290735464628,,,no,no,121
V7574231,0,AV,#20452430,6293219475636,,,no,no,120
BH602875,0,AYS001,#20470819,6295154589876,,,no,no,119
CM113769,0,AYS104,#20458158,6294104899764,Backorder,,no,no,119
D7762992,0,AM,#20472496,6295597121716,,,no,no,118
BR634340,0,AYS090,#20487943,6296729092276,Backorder,,no,no,118
MA635726,0,AYS083,#20488822,6296794923188,Backorder,,no,no,118
V7639395,0,AV,#20491199,6297109594292,,OMSHOLD,no,no,118
V7642351,0,AV,#20492522,6297443795124,,OMSHOLD,no,no,117
SD639878,0,AYS011,#20491485,6297193775284,Backorder,,no,no,117
FV680653,0,AYS018,#20514816,6298812055732,,,no,no,117
CF672593,0,AYS035,#20510577,6298577010868,Backorder,,no,no,117
FV132844,0,AYS018,#20524807,6299919777972,Backorder,,no,no,116
LE695428,0,AYS098,#20523350,6299831533748,,,no,no,116
MT687974,0,AYS043,#20519727,6299465842868,,,no,no,116
V7714255,0,AV,#20535340,6300473163956,,,no,no,116
V7722110,0,AV,#20540186,6300833841332,,OMSHOLD,no,no,116
V7723090,0,AV,#20540766,6300902752436,,OMSHOLD,no,no,116
V8342352,0,AV,#20556002,6302411063476,,,no,no,115
SD759405,0,AYS011,#20557834,6302629691572,,,no,no,115
HG733685,0,AYS037,#20544898,6301615882420,,,no,no,115
SJ767743,0,AYS060,#20563039,6303381717172,Backorder,,no,no,114
FI761825,0,AYS007,#20559210,6302975000756,Backorder,,no,no,114
WL761012,0,AYS075,#20558748,6302897373364,Backorder,,no,no,114
HG793363,0,AYS037,#20575025,6304435011764,Backorder,,no,no,113
D7963926,0,AM,#20590854,6305842430132,,,no,no,113
D7825891,0,AM,#20584617,6305355628724,,,no,no,113
D7964373,0,AM,#20591366,6305905410228,,,no,no,113
D7861332,0,AM,#20581351,6305140474036,,,no,no,113
KP806613,0,AYS073,#20581683,6305162133684,,,no,no,113
V7811259,0,AV,#20584510,6305347371188,,OMSHOLD,no,no,113
V7801626,0,AV,#20578530,6304941768884,,OMSHOLD,no,no,113
D8054429,0,AM,#20606689-1,6307359785140,,,no,no,112
D7859234,0,AM,#20596324,6306690629812,,,no,no,112
SD882619,0,AYS011,#20625112,6309013094580,,,no,no,111
V7886520,0,AV,#20627814,6309191155892,,,no,no,111
UT884309,0,AYS064,#20626243,6309086920884,Backorder,,no,no,111
SOM13776,0,AYS072,#20682224,6313224077492,Backorder,,no,no,109
BH204042,0,AYS001,#20678746,6312969502900,Backorder,,no,no,109
MP972470,0,AYS042,#20680166,6313059942580,Backorder,,no,no,109
S0273031,0,AS,#20704352,6315368743092,Accepted,OMSHOLD,no,no,107
D8118932,0,AM,#20717383,6316429705396,,,no,no,107
D8205048,0,AM,#20721183,6316752404660,,,no,no,107
BH405821,0,AYS001,#20723022,6317638353076,Backorder,,no,no,106
MP053717,0,AYS042,#20722905,6317585924276,Backorder,,no,no,106
V8079469,0,AV,#20738407,6318863777972,,OMSHOLD,no,no,106
V8066678,0,AV,#20729061,6318203044020,,OMSHOLD,no,no,106
LV112301,0,AYS063,#20756524,6395852915047,,,no,no,105
V8113088,0,AV,#20757124,6395874804071,,OMSHOLD,no,no,105
LV095413,0,AYS063,#20746032,6319820603572,,,no,no,105
V8102013,0,AV,#20749190,6320019144884,,OMSHOLD,no,no,105
WS093123,0,AYS058,#20744434,6319706013876,,,no,no,105
SH139139,0,AYS004,#20773619,6396473409895,Accepted,,no,no,104
WS147687,0,AYS058,#20777955,6396628500839,Backorder,,no,no,104
V8149971,0,AV,#20779554,6396686205287,Backorder,OMSHOLD,no,no,104
SML33721,0,AYS116,#20777189,6396600942951,Backorder,,no,no,104
V8145706,0,AV,#20776782,6396586459495,,OMSHOLD,no,no,104
SML47027,0,AYS116,#20777531,6396613198183,Backorder,,no,no,104
V8119209,0,AV,#20761537,6396041986407,,OMSHOLD,no,no,104
V8145873,0,AV,#20776864,6396589277543,,OMSHOLD,no,no,104
UT146842,0,AYS064,#20777415,6396609102183,Backorder,,no,no,104
OA139139,0,AYS015,#20773619,6396473409895,Accepted,,no,no,104
BO147151,0,AYS017,#20777606,6396615983463,Backorder,,no,no,104
HY148064,0,AYS078,#20778207,6396637741415,Backorder,,no,no,104
GT158458,0,AYS029,#20785307,6396902867303,,,no,no,103
D8202113,0,AM,#20810524,6397800743271,,OMSHOLD,no,no,103
D8202191,0,AM,#20810561,6397802086759,,OMSHOLD,no,no,103
MA156280,0,AYS083,#20784069,6396855189863,Backorder,,no,no,103
V8184088,0,AV,#20799829,6397424959847,,OMSHOLD,no,no,103
V8247017,0,AV,#20837816,6398794563943,,OMSHOLD,no,no,101
AT242448,0,AYS010,#20834688,6398679318887,Backorder,,no,no,101
V8288685,0,AV,#20861465,6399648170343,,,no,no,100
V8286451,0,AV,#20860098,6399599313255,,,no,no,100
V8283192,0,AV,#20858260,6399533384039,Backorder,OMSHOLD,no,no,100
V8299835,0,AV,#20867098,6399850152295,Backorder,OMSHOLD,no,no,100
V8319652,0,AV,#20877106,6400218497383,Backorder,OMSHOLD,no,no,99
D9144364,0,AM,#20892609,6400780697959,,,no,no,98
V8372268,0,AV,#20906432,6401267728743,,OMSHOLD,no,no,98
D8375559,0,AM,#20905617,6401238204775,,OOSC,no,no,98
D8547526,0,AM,#20906330,6401264025959,,,no,no,98
D8453410,0,AM,#20906700,6401277657447,,,no,no,98
D8453369,0,AM,#20898887,6401002471783,,OOSC,no,no,98
D8453376,0,AM,#20905705,6401241416039,,OOSC,no,no,98
V9144354,0,AV,#20891384,6400737444199,,OMSHOLD,no,no,98
D8408588,0,AM,#20907977,6401331462503,,,no,no,97
S8394103,0,AS,#20920142,6401771536743,Accepted,,no,no,97
GD445749,0,AYS081,#20953904,6403045884263,Backorder,,no,no,96
V8440470,0,AV,#20950563,6402920055143,,OMSHOLD,no,no,96
V8417121,0,AV,#20934943,6402351726951,,OMSHOLD,no,no,96
V8434034,0,AV,#20946159,6402760868199,,OMSHOLD,no,no,96
V8480114,0,AV,#20972010,6403727163751,,,no,no,95
FV113800,0,AYS018,#20954991,6403104440679,,,no,no,95
FV526237,0,AYS018,#20997462,6404681171303,,,no,no,94
FA516989,0,AYS012,#20993357,6404527849831,,,no,no,94
PA525666,0,AYS021,#20997173,6404670456167,,,no,no,94
V8525688,0,AV,#20997184,6404670914919,Backorder,OMSHOLD,no,no,94
V8496198,0,AV,#20981328,6404081713511,,OMSHOLD,no,no,94
V8497729,0,AV,#20981870,6404105240935,Backorder,OMSHOLD,no,no,94
V8565654,0,AV,#21017678,6405454266727,,OMSHOLD,no,no,93
V8540982,0,AV,#21006537,6405040505191,,OMSHOLD,no,no,93
V8550621,0,AV,#21010329,6405180195175,Backorder,,no,no,93
V8558001,0,AV,#21014939,6405350392167,Backorder,OMSHOLD,no,no,93
KT558427,0,AYS082,#21015170,6405359206759,,,no,no,93
NS532636,0,AYS041,#21001082,6404836589927,Backorder,,no,no,93
V8621212,0,AV,#21027945,6405859967335,,CSR,no,no,92
V8567692,0,AV,#21018808,6405507973479,,OMSHOLD,no,no,92
V8576920,0,AV,#21024316,6405726601575,,OMSHOLD,no,no,92
S8596371,0,AS,#21034567,6406105366887,XB_shipping,,no,no,92
V8604982,0,AV,#21037886,6406247186791,Backorder,OMSHOLD,no,no,91
V8658566,0,AV,#21072410,6407552106855,,OMSHOLD,no,no,90
V8638256,0,AV,#21056714,6406966772071,,OMSHOLD,no,no,90
V8658442,0,AV,#21072193,6407544045927,,OMSHOLD,no,no,90
V8729497,0,AV,#21113819,6409123496295,,,no,no,88
V8716693,0,AV,#21106195,6408841757031,,OMSHOLD,no,no,88
V8716980,0,AV,#21106368,6408848572775,,OMSHOLD,no,no,88
V8717210,0,AV,#21106515,6408854241639,Backorder,OMSHOLD,no,no,88
V8749762,0,AV,#21126195,6409574777191,,,no,no,88
V8737132,0,AV,#21118949,6409310503271,,OMSHOLD,no,no,88
UE725617,0,AYS009,#21112166,6409063432551,Backorder,,no,no,88
S8749719,0,AS,#21126166,6409573826919,XB_shipping,,no,no,88
S8742853,0,AS,#21123008,6409458057575,Accepted,,no,no,88
V8755277,0,AV,#21129950,6409739141479,,OMSHOLD,no,no,87
S8780221,0,AS,#21146365,6410365698407,XB_shipping,,no,no,86
V8798481,0,AV,#21157366,6410779754855,Backorder,OMSHOLD,no,no,86
S8790707,0,AS,#21152186,6410587439463,,OMSHOLD,no,no,86
V8789561,0,AV,#21151474,6410560930151,,CSR,no,no,86
S8791360,0,AS,#21152594,6410602774887,,OMSHOLD,no,no,86
S8795747,0,AS,#21155533,6410712056167,XB_shipping,,no,no,86
S8798633,0,AS,#21157475,6410783654247,,OMSHOLD,no,no,86
S8806024,0,AS,#21161984,6410953130343,,OMSHOLD,no,no,86
S8781957,0,AS,#21147583,6410415014247,,OMSHOLD,no,no,86
RC806482,0,AYS022,#21162102,6410957619559,,,no,no,86
AV804090,0,AYS052,#21160979,6410915086695,,,no,no,86
CE809606,0,AYS101,#21162463,6410971775335,,,no,no,86
S8811255,0,AS,#21163182,6411003920743,Accepted,,no,no,85
ED816290,0,AYS102,#21165722,6411115659623,FDM4-CNCL,,no,no,85
S8812678,0,AS,#21163827,6411037573479,Accepted,,no,no,85
CO812947,0,AYS076,#21163965,6411043930471,Accepted,,no,no,85
S8815809,0,AS,#21165459,6411105141095,,OMSHOLD,no,no,85
NS811255,0,AYS041,#21163182,6411003920743,Accepted,,no,no,85
S8816907,0,AS,#21166089,6411129356647,,OMSHOLD,no,no,85
MM062499,0,AYS089,#21177836,6411564319079,Accepted,,no,no,85
S8835984,0,AS,#21174581,6411443700071,Accepted,,no,no,85
WFM73123,0,AYS112,#21178595,6411592925543,Accepted,,no,no,85
WFM57766,0,AYS112,#21164868,6411081843047,Accepted,,no,no,85
S8871096,0,AS,#21193572,6412163023207,,OMSHOLD,no,no,84
V8883063,0,AV,#21199522,6412380307815,,OMSHOLD,no,no,84
S8882441,0,AS,#21199142,6412364906855,,OMSHOLD,no,no,84
SP851855,0,AYS032,#21182446,6411756929383,Accepted,,no,no,84
OC881738,0,AYS030,#21198718,6412349243751,Accepted,,no,no,84
SML89180,0,AYS116,#21203623,6412536807783,Accepted,,no,no,83
MT906047,0,AYS043,#21213992,6412913574247,Accepted,,no,no,83
S8885572,0,AS,#21201164,6412445712743,XB_shipping,,no,no,83
S8888685,0,AS,#21203279,6412524126567,XB_shipping,,no,no,83
S8913861,0,AS,#21219754,6413124272487,Accepted,,no,no,83
S8914198,0,AS,#21219751,6413124141415,XB_shipping,,no,no,83
V8892049,0,AV,#21205629,6412610371943,,,no,no,83
V8909657,0,AV,#21216789,6413015908711,,,no,no,83
WT906047,0,AYS033,#21213992,6412913574247,Accepted,,no,no,83
WAS85572,0,AYS106,#21201164,6412445712743,Accepted,,no,no,83
VF893587,0,AYS025,#21206643,6412646941031,Accepted,,no,no,83
S8952044,0,AS,#21244674,6414028046695,,OMSHOLD,no,no,82
WF936148,0,AYS062,#21234761,6413674873191,Accepted,,no,no,82
S8917635,0,AS,#21222470,6413231718759,,OMSHOLD,no,no,82
S8961801,0,AS,#21240626,6413883834727,XB_shipping,,no,no,82
S8949847,0,AS,#21243155,6413974110567,XB_shipping,,no,no,82
MA292100,0,AYS083,#21245881,6414073004391,,,no,no,82
MV174550,0,AYS023,#21230246,6413512835431,Accepted,,no,no,82
MP929246,0,AYS042,#21229478,6413484851559,Accepted,,no,no,82
CE921916,0,AYS101,#21225330,6413335560551,Accepted,,no,no,82
CE936148,0,AYS101,#21234761,6413674873191,Accepted,,no,no,82
CB153722,0,AYS057,#21225552,6413343752551,Accepted,,no,no,82
BR931621,0,AYS090,#21231294,6413550387559,Accepted,,no,no,82
CB936148,0,AYS057,#21234761,6413674873191,Accepted,,no,no,82
S8956001,0,AS,#21246964,6414118388071,XB_shipping,,no,no,81
GD020625,0,AYS081,#21261006,6414619869543,Accepted,,no,no,81
S8954992,0,AS,#21246531,6414101217639,XB_shipping,,no,no,81
GT020593,0,AYS029,#21251265,6414273642855,Accepted,,no,no,81
S8986258,0,AS,#21263972,6414724923751,,OMSHOLD,no,no,81
RG389042,0,AYS034,#21253710,6414360183143,Accepted,,no,no,81
S9000854,0,AS,#21271862,6415003812199,XB_shipping,,no,no,81
S8963441,0,AS,#21249918,6414227177831,XB_shipping,,no,no,81
S8962079,0,AS,#21249173,6414200406375,XB_shipping,,no,no,81
V8957191,0,AV,#21247663,6414144471399,,sAddr,no,no,81
V9000297,0,AV,#21271745,6414999224679,,sAddr,no,no,81
S9031164,0,AS,#21288846,6415612805479,XB_shipping,,no,no,80
S9028888,0,AS,#21287222,6415555658087,XB_shipping,,no,no,80
S9018970,0,AS,#21282022,6415370715495,XB_shipping,,no,no,80
S9012421,0,AS,#21277837,6415222899047,XB_shipping,,no,no,80
S9012448,0,AS,#21277837,6415222899047,Manifested,,no,no,80
D9108453,0,AM,#21275851,6415152709991,,,no,no,80
FV010462,0,AYS018,#21276522,6415176532327,Accepted,,no,no,80
IP001701,0,AYS039,#21272674,6415038120295,Accepted,,no,no,80
CF010462,0,AYS035,#21276522,6415176532327,Accepted,,no,no,80
SH981291,0,AYS004,#21312689,6416470475111,Accepted,,no,no,79
CO062749,0,AYS076,#21296860,6415905227111,Accepted,,no,no,79
S9071025,0,AS,#21312956,6416480895335,Accepted,,no,no,79
S9039499,0,AS,#21295128,6415843754343,XB_shipping,,no,no,79
S9069255,0,AS,#21312211,6416453108071,XB_shipping,,no,no,79
S9039509,0,AS,#21295154,6415844770151,XB_shipping,,no,no,79
WP390058,0,AYS014,#21313004,6416482566503,Backorder,,no,no,79
WP054908,0,AYS014,#21304389,6416173498727,Accepted,,no,no,79
S9111792,0,AS,#21326953,6416985784679,XB_shipping,,no,no,78
S9079729,0,AS,#21317949,6416662724967,XB_shipping,,no,no,78
S9085543,0,AS,#21320215,6416744218983,,OMSHOLD,no,no,78
SH081468,0,AYS004,#21319080,6416703914343,Accepted,,no,no,78
S9076534,0,AS,#21315483,6416574677351,XB_shipping,,no,no,78
FA090998,0,AYS012,#21323693,6416869425511,Accepted,,no,no,78
S9117691,0,AS,#21337930,6417385062759,XB_shipping,,no,no,77
S9137893,0,AS,#21350435,6417835589991,,,no,no,77
V9142099,0,AV,#21353476,6417946444135,,,no,no,77
V9110268,0,AV,#21334659,6417267163495,,,no,no,77
S9154849,0,AS,#21361068,6418227102055,,OMSHOLD,no,no,76
V9142234,0,AV,#21353573,6417950441831,,CSR,no,no,76
S9164946,0,AS,#21368901,6418507989351,,OMSHOLD,no,no,76
V9142417,0,AV,#21353713,6417956471143,,CSR,no,no,76
S9142524,0,AS,#21353792,6417959846247,XB_shipping,,no,no,76
V9154662,0,AV,#21360932,6418222055783,,CSR,no,no,76
S9175739,0,AS,#21374767,6418720096615,,OMSHOLD,no,no,76
V9176102,0,AV,#21374959,6418727305575,,sAddr,no,no,76
V9145176,0,AV,#21355645,6418029969767,,,no,no,76
V9145272,0,AV,#21355709,6418032230759,,CSR,no,no,76
V9149040,0,AV,#21358085,6418118377831,,CARR,no,no,76
V9143007,0,AV,#21354131,6417973772647,,CARR,no,no,76
AT145263,0,AYS010,#21355700,6418031968615,Accepted,,no,no,76
V9218564,0,AV,#21402605,6419731251559,,OMSHOLD,no,no,75
S9267706,0,AS,#21390627,6419303760231,Cancel,,no,no,75
S9177038,0,AS,#21375546,6418751750503,Cancel,,no,no,75
S9187362,0,AS,#21383027,6419027657063,Cancel,,no,no,75
S9179079,0,AS,#21376665,6418796577127,XB_shipping,,no,no,75
S9177478,0,AS,#21375835,6418764497255,Cancel,,no,no,75
S9239798,0,AS,#21397367,6419545162087,,,no,no,75
S9207547,0,AS,#21396441,6419512066407,XB_shipping,,no,no,75
S9197305,0,AS,#21388730,6419234718055,,OMSHOLD,no,no,75
S9195606,0,AS,#21386007,6419135660391,XB_shipping,,no,no,75
S9191311,0,AS,#21385827,6419129336167,XB_shipping,,no,no,75
S9257641,0,AS,#21425849,6420575355239,,OMSHOLD,no,no,74
S9257809,0,AS,#21425956,6420579451239,,OMSHOLD,no,no,74
S9258206,0,AS,#21426211,6420589085031,,OMSHOLD,no,no,74
S9252685,0,AS,#21422424,6420454506855,,OMSHOLD,no,no,74
S9220057,0,AS,#21403582,6419771162983,Cancel,,no,no,74
S9247405,0,AS,#21418694,6420322222439,,OMSHOLD,no,no,74
S9222187,0,AS,#21404920,6419823526247,,,no,no,74
S9223141,0,AS,#21405503,6419844923751,,OMSHOLD,no,no,74
S9224120,0,AS,#21406068,6419866616167,,OMSHOLD,no,no,74
S9233691,0,AS,#21410585,6420030292327,,OMSHOLD,no,no,74
S9279995,0,AS,#21407843,6419931103591,XB_shipping,,no,no,74
S9237158,0,AS,#21413080,6420120895847,,OMSHOLD,no,no,74
S9238175,0,AS,#21413784,6420146553191,,OMSHOLD,no,no,74
S9240988,0,AS,#21415801,6420219068775,XB_shipping,,no,no,74
S9241244,0,AS,#21416011,6420226900327,XB_shipping,,no,no,74
UE220098,0,AYS009,#21403601,6419772113255,Accepted,,no,no,74
OC230199,0,AYS030,#21408240,6419945390439,Accepted,,no,no,74
S9292917,0,AS,#21446268,6421317353831,XB_shipping,,no,no,73
S9278414,0,AS,#21437169,6420989804903,,OMSHOLD,no,no,73
S9267888,0,AS,#21430055,6420734574951,,OMSHOLD,no,no,73
S9264763,0,AS,#21428167,6420666548583,,OMSHOLD,no,no,73
S9292887,0,AS,#21446241,6421316370791,,OMSHOLD,no,no,73
S9292446,0,AS,#21445908,6421303525735,,OMSHOLD,no,no,73
S9281828,0,AS,#21439403,6421070315879,,OMSHOLD,no,no,73
S9264649,0,AS,#21428127,6420665172327,XB_shipping,,no,no,73
S9261750,0,AS,#21427807,6420653539687,,OMSHOLD,no,no,73
S9291568,0,AS,#21445258,6421280129383,,OMSHOLD,no,no,73
S9286954,0,AS,#21441915,6421160231271,Cancel,,no,no,73
SC269692,0,AYS095,#21431281,6420779532647,Accepted,,no,no,73
KS294924,0,AYS059,#21447772,6421377843559,Accepted,,no,no,72
S9311270,0,AS,#21458281,6421748416871,XB_shipping,,no,no,72
KS294933,0,AYS059,#21447772,6421377843559,Accepted,,no,no,72
S9324107,0,AS,#21467485,6422073835879,Cancel,,no,no,72
MM323031,0,AYS089,#21466689,6422045852007,Accepted,,no,no,72
S9293929,0,AS,#21447024,6421348385127,Cancel,,no,no,72
S9334302,0,AS,#21471749,6422225355111,,OMSHOLD,no,no,72
S9294365,0,AS,#21447349,6421361688935,,OMSHOLD,no,no,72
S9333326,0,AS,#21471197,6422205038951,XB_shipping,,no,no,72
S9296945,0,AS,#21449323,6421434007911,XB_shipping,,no,no,72
S9324294,0,AS,#21467620,6422078685543,,OMSHOLD,no,no,72
S9296947,0,AS,#21449323,6421434007911,XB_shipping,,no,no,72
S9299504,0,AS,#21451180,6421500166503,Cancel,,no,no,72
S9313861,0,AS,#21460216,6421816541543,,OMSHOLD,no,no,72
S9299841,0,AS,#21451444,6421509243239,,OMSHOLD,no,no,72
S9300040,0,AS,#21451596,6421514617191,,OMSHOLD,no,no,72
S9300033,0,AS,#21451592,6421514420583,,OMSHOLD,no,no,72
S9301520,0,AS,#21452732,6421554332007,XB_shipping,,no,no,72
S9301608,0,AS,#21452732,6421554332007,XB_shipping,,no,no,72
S9302432,0,AS,#21453403,6421577105767,XB_shipping,,no,no,72
S9302578,0,AS,#21453515,6421580874087,,OMSHOLD,no,no,72
S9302678,0,AS,#21453589,6421583298919,Cancel,,no,no,72
S9304733,0,AS,#21455129,6421637562727,,OMSHOLD,no,no,72
S9307401,0,AS,#21456629,6421690417511,,,no,no,72
S9308542,0,AS,#21456777,6421695463783,,OMSHOLD,no,no,72
S9310038,0,AS,#21457408,6421717385575,XB_shipping,,no,no,72
S9310218,0,AS,#21457567,6421723054439,XB_shipping,,no,no,72
S9322867,0,AS,#21466564,6422041493863,XB_shipping,,no,no,72
V9333525,0,AV,#21471313,6422209233255,,sAddr,no,no,72
V9312487,0,AV,#21459178,6421779906919,,CSR,no,no,72
S9368506,0,AS,#21490371,6423105372519,,OMSHOLD,no,no,71
V9372756,0,AV,#21493231,6423207805287,Backorder,OMSHOLD,no,no,71
S9376478,0,AS,#21495418,6423285334375,,OMSHOLD,no,no,71
SOM64557,0,AYS072,#21487906,6423017488743,Accepted,,no,no,71
S9382727,0,AS,#21497849,6423370760551,,OMSHOLD,no,no,71
S9383196,0,AS,#21498164,6423382032743,Cancel,,no,no,71
S9381448,0,AS,#21497118,6423345103207,XB_shipping,,no,no,71
S9336839,0,AS,#21473235,6422499328359,,OMSHOLD,no,no,71
S9338581,0,AS,#21474278,6422536847719,XB_shipping,,no,no,71
S9338635,0,AS,#21474316,6422538191207,,OMSHOLD,no,no,71
S9338816,0,AS,#21474432,6422542254439,XB_shipping,,no,no,71
S9339543,0,AS,#21474833,6422556377447,,OMSHOLD,no,no,71
S9340214,0,AS,#21474767,6422554149223,XB_shipping,,no,no,71
S9340605,0,AS,#21475546,6422582198631,,OMSHOLD,no,no,71
S9340770,0,AS,#21475646,6422585672039,,OMSHOLD,no,no,71
S9343470,0,AS,#21477291,6422643835239,,OMSHOLD,no,no,71
S9348882,0,AS,#21479021,6422704718183,,OMSHOLD,no,no,71
S9352993,0,AS,#21481684,6422798762343,,OMSHOLD,no,no,71
S9353653,0,AS,#21482125,6422814196071,,OMSHOLD,no,no,71
S9358977,0,AS,#21485713,6422940090727,,OMSHOLD,no,no,71
S9360633,0,AS,#21486659,6422973677927,,OMSHOLD,no,no,71
S9379969,0,AS,#21496265,6423315448167,,OMSHOLD,no,no,71
MT383146,0,AYS043,#21498134,6423380951399,Accepted,,no,no,71
MT383250,0,AYS043,#21498188,6423382917479,Accepted,,no,no,71
CHM81832,0,AYS110,#21497347,6423353065831,Accepted,,no,no,71
S9423311,0,AS,#21522711,6424269586791,,OMSHOLD,no,no,70
HY385313,0,AYS078,#21499521,6423434002791,Accepted,,no,no,70
S9424617,0,AS,#21523658,6424303337831,,OMSHOLD,no,no,70
GH385313,0,AYS079,#21499521,6423434002791,Accepted,,no,no,70
SJ385313,0,AYS060,#21499521,6423434002791,Accepted,,no,no,70
BH417995,0,AYS001,#21518673,6424123539815,Accepted,,no,no,70
S9419433,0,AS,#21519751,6424162730343,,OMSHOLD,no,no,70
PC385313,0,AYS053,#21499521,6423434002791,Accepted,,no,no,70
S9419926,0,AS,#21520134,6424176918887,,OMSHOLD,no,no,70
MP388699,0,AYS042,#21501706,6423514153319,Accepted,,no,no,70
S9389238,0,AS,#21502058,6423526965607,XB_shipping,,no,no,70
MM386364,0,AYS089,#21500174,6423459037543,Accepted,,no,no,70
S9390228,0,AS,#21502673,6423549313383,Cancel,,no,no,70
LC422591,0,AYS054,#21522164,6424249827687,Accepted,,no,no,70
S9397139,0,AS,#21505635,6423656563047,,OMSHOLD,no,no,70
OO414077,0,AYS016,#21516136,6424032280935,Accepted,,no,no,70
S9401306,0,AS,#21508708,6423767187815,,OMSHOLD,no,no,70
S9401967,0,AS,#21509220,6423785603431,Cancel,,no,no,70
S9402856,0,AS,#21509599,6423799365991,XB_shipping,,no,no,70
S9403108,0,AS,#21509742,6423804346727,,OMSHOLD,no,no,70
S9403210,0,AS,#21509792,6423806181735,,OMSHOLD,no,no,70
S9414077,0,AS,#21516136,6424032280935,Cancel,,no,no,70
S9416501,0,AS,#21517596,6424085135719,Cancel,,no,no,70
S9417814,0,AS,#21518551,6424119050599,Cancel,,no,no,70
S9421961,0,AS,#21521686,6424232493415,,OMSHOLD,no,no,70
