OrderNumber,WarehouseStatus,CustOrderNum,ItemNumber,Warehouse,OrderQty,ShippedQty,CancelQty
V7461603,,#23960082,W4559R013,AV,1,0,0
S7461692,Invoiced,#23960107,M1205R054423,AS,1,1,0
S7461692,Invoiced,#23960107,M6169R003,AS,1,1,0
HRE62155,Ready,#23960232,M6122R054383,AYS105,1,0,0
HRE62155,Ready,#23960232,M6153R046603,AYS105,1,0,0
HRE62155,Ready,#23960232,A0467U054381,AYS105,1,0,0
V7462314,Backorder,#23960270,W2737R040642,AS,1,0,0
V7462363,Backorder,#23960284,W2737R040643,AS,1,0,0
V7462383,Backorder,#23960289,W2737R040643,AS,1,0,0
V7462431,Backorder,#23960292,A0684U011,AV,1,0,0
S0462558,Accepted,#23960329,A0648U01011,AS,1,0,0
V7462650,Backorder,#23960356,M3199R043524,AS,1,0,0
S8185473,Accepted,#23960554,A0648U01011,AS,1,0,0
HG464164,Ready,#23960759,U5012RG010,AYS037,1,0,0
HG464164,Ready,#23960759,U3031RG010,AYS037,1,0,0
S7464423,Manifested,#23960797,W51118R032990,AS,1,0,0
V7465410,Backorder,#23960949,A0684U011,AV,1,0,0
V7466160,Backorder,#23961043,W9680R01003,AM,1,0,0
WT467660,Ready,#23961139,U3032RG040643,AYS033,1,0,0
WT467660,Ready,#23961139,U5012RG040643,AYS033,1,0,0
V7469005,Backorder,#23961149,W9680R01003,AM,1,0,0
V7475658,Backorder,#23961189,W6468R014073,AS,1,0,0
S0475707,Accepted,#23961197,A0648U01011,AS,1,0,0
V7477031,Backorder,#23961328,A0684U011,AV,1,0,0
V7477946,Backorder,#23961432,W9680R01003,AM,1,0,0
V7477963,Backorder,#23961442,W54162R014,AS,1,0,0
V7478212,Backorder,#23961471,W9680R01003,AM,1,0,0
MV478465,Ready,#23961526,W54177R01002,AYS023,1,0,0
MV478465,Ready,#23961526,W9825R01004,AYS023,1,0,0
V7478669,Backorder,#23961547,W9680R01003,AM,1,0,0
V7479505,Backorder,#23961656,M1250R012,AV,1,0,0
WS481567,Ready,#23961985,W2704R013,AYS058,1,0,0
V7482589,Backorder,#23962174,W9680R01003,AM,1,0,0
V7483403,Backorder,#23962311,W54162R013,AS,1,0,0
V7483617,Backorder,#23962350,A0684U011,AV,1,0,0
SM483943,Ready,#23962372,A0094W012,AYS002,1,0,0
V7484270,Backorder,#23962399,A0684U011,AV,1,0,0
V7490100,Backorder,#23962559,A0684U011,AV,1,0,0
V7490768,Backorder,#23962592,A0684U011,AV,1,0,0
S7491328,Manifested,#23962627,W2737R040641,AS,1,0,0
S7492505,Invoiced,#23962705,W7066R018581,AS,1,1,0
S7492505,Invoiced,#23962705,W7066R018581,AS,1,1,0
S7492505,Invoiced,#23962705,W51432R012,AS,1,1,0
S7492505,Invoiced,#23962705,W6472RG012,AS,1,1,0
S7492505,Invoiced,#23962705,W6472RG054422,AS,1,1,0
S7492505,Invoiced,#23962705,W6472RG063262,AS,1,1,0
V7514126,Backorder,#23963112,W8277R038504,AS,1,0,0
V7514891,Backorder,#23963121,M6125R058072,AS,1,0,0
S7518027,Invoiced,#23963171,W1430R001,AS,1,1,0
S7518027,Invoiced,#23963171,W1430R011,AS,1,1,0
S7518027,Invoiced,#23963171,W9351RG01002,AS,1,1,0
VF525151,Ready,#23963248,A0480U00012,AYS025,1,0,0
VF525151,Ready,#23963248,W51104R012,AYS025,1,0,0
VF525151,Ready,#23963248,W9730R003,AYS025,1,0,0
VF525151,Ready,#23963248,W2675RG01003,AYS025,1,0,0
S7525709,Invoiced,#23963279,W6334R054421,AS,1,1,0
S7525709,Invoiced,#23963279,W6453R014071,AS,1,1,0
S7527015,Waved,#23963365,W6425R014,AS,1,0,0
S0527282,Accepted,#23963380,A0648U01011,AS,1,0,0
V7527319,Backorder,#23963383,A0684U011,AV,1,0,0
V7527664,Invoiced,#23963425,GCSHOPIFY,AV,1,1,0
V7527664,Invoiced,#23963425,GCSHOPIFY,AV,1,1,0
V7527764,Backorder,#23963429,A0684U011,AV,1,0,0
V7527947,Backorder,#23963450,A0684U011,AV,1,0,0
S7527932,Invoiced,#23963451,W9845R054422,AS,1,1,0
S7527932,Invoiced,#23963451,W6295R054421,AS,1,1,0
S7527932,Invoiced,#23963451,W7066R018581,AS,1,1,0
S7527932,Invoiced,#23963451,W6311R001,AS,1,1,0
S7527932,Invoiced,#23963451,W6311R011,AS,1,1,0
V7528200,Backorder,#23963470,A0648U01011,AS,1,0,0
S7528489,Invoiced,#23963492,W9557R040642,AS,1,1,0
S7528489,Invoiced,#23963492,W6295R040642,AS,1,1,0
V7528569,Backorder,#23963502,A0684U011,AV,1,0,0
V7529856,Backorder,#23963631,W9680R01003,AM,1,0,0
V7530356,Backorder,#23963677,W54162R014,AS,1,0,0
S8064541,Accepted,#23963690,A0648U01011,AS,1,0,0
V7530740,Backorder,#23963692,M1250R012,AV,1,0,0
S7530742,Invoiced,#23963705,W6295R038422,AS,1,1,0
V7530837,Backorder,#23963715,W2737R040643,AS,1,0,0
V7530834,,#23963715,ALOGWPPRIMARY01,AV,1,0,0
S0028856,Accepted,#23963735,A0648U01011,AS,1,0,0
S7531109,Invoiced,#23963739,W6334R011,AS,1,1,0
S7531138,Invoiced,#23963743,W6295R038422,AS,1,1,0
V7531272,Backorder,#23963755,A0684U011,AV,1,0,0
S7531489,Picking,#23963787,W4531R051323,AS,1,0,0
S7531768,Invoiced,#23963833,U5013RG012,AS,1,1,0
S7884184,Accepted,#23963865,A0648U01011,AS,1,0,0
V7532100,Backorder,#23963870,W4496R032992,AS,1,0,0
S7532205,Invoiced,#23963898,W51432R014,AS,1,1,0
S7532236,Invoiced,#23963905,W2785R014,AS,1,1,0
S7532236,Invoiced,#23963905,W54163R014,AS,1,1,0
S7532236,Invoiced,#23963905,W6145R014,AS,1,1,0
S7532244,Invoiced,#23963908,W6145R044550,AS,1,1,0
S7532244,Invoiced,#23963908,W6145R044580,AS,1,1,0
S7532244,Invoiced,#23963908,W2780R012,AS,1,1,0
S7532244,Invoiced,#23963908,W2780R002,AS,1,1,0
S7532247,Invoiced,#23963911,M1257R055413,AS,1,1,0
S7532247,Invoiced,#23963911,M6154R038423,AS,1,1,0
S7532450,Invoiced,#23963938,M6153R01015,AS,1,1,0
S0532532,Accepted,#23963948,A0648U01011,AS,1,0,0
S7532545,Invoiced,#23963951,W6489R001,AS,1,1,0
S7532545,Invoiced,#23963951,W2785R003,AS,1,1,0
S7532545,Invoiced,#23963951,W9557R038422,AS,1,1,0
S7532545,Invoiced,#23963951,W6295R038421,AS,1,1,0
S7532545,Invoiced,#23963951,W7066R018581,AS,1,1,0
S7532545,Invoiced,#23963951,W2799R012,AS,1,1,0
S7532545,Invoiced,#23963951,W9555R063262,AS,1,1,0
S7532545,Invoiced,#23963951,W6295R011,AS,1,1,0
S7532545,Invoiced,#23963951,A0370U011,AS,1,1,0
V7532602,Backorder,#23963962,A0684U011,AV,1,0,0
S7532717,XBHOSP,#23963984,W9856R054421,AS,1,0,0
S7532840,Invoiced,#23964001,M1205R030405,AS,1,1,0
S7532840,Invoiced,#23964001,M1205R015,AS,1,1,0
S7532840,Invoiced,#23964001,M1228R015,AS,1,1,0
S7532871,Manifested,#23964004,W7066R018581,AS,1,0,0
S7532871,Manifested,#23964004,A0685U02953050,AS,1,0,0
S7532871,Manifested,#23964004,W9845R048311,AS,1,0,0
S7532871,Manifested,#23964004,A0480U030832,AS,1,0,0
V7533411,Backorder,#23964098,A0684U011,AV,1,0,0
S7533537,Invoiced,#23964118,W7066R018581,AS,1,1,0
S7533537,Invoiced,#23964118,U5012RG054421,AS,1,0,1
S7533537,Invoiced,#23964118,W4721R054423,AS,1,1,0
S7533537,Invoiced,#23964118,W9856R054423,AS,1,1,0
S7585142,Invoiced,#23964125,W54163R013,AS,1,1,0
S0533640,Accepted,#23964132,A0648U01011,AS,1,0,0
V7550886,Backorder,#23964187,A0684U011,AV,2,0,0
V7550433,Backorder,#23964195,A0684U011,AV,1,0,0
V7636019,Backorder,#23964205,A0684U011,AV,1,0,0
S7534522,Invoiced,#23964248,W5766R062812,AS,1,1,0
S7534614,Invoiced,#23964261,W7066R018581,AS,1,1,0
S7534614,Invoiced,#23964261,W51154R012,AS,1,1,0
S7534614,Invoiced,#23964261,W4721R002,AS,1,1,0
V7607722,Backorder,#23964266,A0684U011,AV,1,0,0
V7535601,Backorder,#23964321,W6468R014073,AS,1,0,0
S7535992,Invoiced,#23964328,W6334R054421,AS,1,1,0
S7535992,Invoiced,#23964328,W9811R063553,AS,1,1,0
V7536608,Backorder,#23964336,A0684U011,AV,1,0,0
S0536851,Accepted,#23964341,A0648U01011,AS,1,0,0
S7540293,Invoiced,#23964371,W8137R056012,AS,1,1,0
S7540293,Invoiced,#23964371,W8137R052792,AS,1,1,0
S7540568,Invoiced,#23964377,W7066R018581,AS,1,1,0
S7540568,Invoiced,#23964377,W6311R063262,AS,1,1,0
V8310048,accepted,#23964377,W9730R063262,AV,1,0,0
S7540568,Invoiced,#23964377,W2675RG00012,AS,1,1,0
S7540568,Invoiced,#23964377,A0497U057871,AS,1,1,0
S7540568,Invoiced,#23964377,W2675RG01002,AS,1,1,0
S7542417,Invoiced,#23964440,W2737R013,AS,1,1,0
S7542417,Invoiced,#23964440,U5012RG014,AS,1,1,0
V7542658,Backorder,#23964452,W9680R01003,AM,1,0,0
S7542734,Invoiced,#23964455,W6240R001,AS,1,1,0
S7542734,Invoiced,#23964455,W6240R011,AS,1,1,0
S7542734,Invoiced,#23964455,W7066R018581,AS,1,1,0
S7542734,Invoiced,#23964455,W6295R040642,AS,1,1,0
S7542734,Invoiced,#23964455,W6295R038422,AS,1,1,0
S7542734,Invoiced,#23964455,W6472RG054422,AS,1,1,0
S7546787,Invoiced,#23964502,W6136R013470,AS,1,1,0
S7547845,Invoiced,#23964552,W9760R054423,AS,1,1,0
S7547845,Invoiced,#23964552,W6472RG054422,AS,1,1,0
V7547957,Backorder,#23964558,W8277R038504,AS,1,0,0
S7548002,Invoiced,#23964560,W7066R018581,AS,1,1,0
S7548002,Invoiced,#23964560,W6472RG012,AS,1,1,0
S7548002,Invoiced,#23964560,W9587R038422,AS,1,1,0
S7548002,Invoiced,#23964560,W51118R038422,AS,1,1,0
V7548462,Backorder,#23964605,W9680R01003,AM,1,0,0
S7548635,Invoiced,#23964623,W8148R045702,AS,1,1,0
V7548668,Backorder,#23964624,A0684U011,AV,2,0,0
D7548729,Packing,#23964635,W7066R018581,AM,1,0,0
D7548729,Packing,#23964635,A0590U05442050,AM,1,0,0
V7548882,Backorder,#23964657,A0684U011,AV,1,0,0
V7548921,Backorder,#23964667,W2737R040642,AS,1,0,0
V7549359,Invoiced,#23964709,GCSHOPIFY,AV,1,1,0
V7549359,Invoiced,#23964709,GCSHOPIFY,AV,1,1,0
V7549650,Invoiced,#23964728,GCSHOPIFY,AV,1,1,0
S7549697,Invoiced,#23964734,M6171R014,AS,1,1,0
V7550020,Backorder,#23964770,A0684U011,AV,1,0,0
V7550489,Backorder,#23964826,W51118R032990,AS,1,0,0
V7550834,Backorder,#23964875,A0684U011,AV,1,0,0
S7551882,Invoiced,#23964994,W51118R012,AS,1,1,0
V7552774,Backorder,#23965061,W9680R01003,AM,1,0,0
V7553777,Backorder,#23965133,A0684U011,AV,1,0,0
V7555851,Backorder,#23965166,A0684U011,AV,1,0,0
S7556792,,#23965243,W9808R055061,AS,1,0,0
S7556792,,#23965243,W6427R055061,AS,1,0,0
S7556792,,#23965243,W6427R063321,AS,1,0,0
S7556792,,#23965243,W4677R054871,AS,1,0,0
PF556792,,#23965243,W9808R063321,AYS051,1,0,0
V7556838,Backorder,#23965247,A0684U011,AV,1,0,0
V7557083,Backorder,#23965296,A0684U011,AV,1,0,0
V7557360,Backorder,#23965336,A0648U01011,AS,1,0,0
V7557715,Backorder,#23965384,A0684U011,AV,1,0,0
V7557715,Backorder,#23965384,W9680R01003,AM,1,0,0
V7557815,Backorder,#23965405,W9680R01003,AM,1,0,0
V7558768,Backorder,#23965528,W9680R01003,AM,1,0,0
V7558821,Backorder,#23965537,W9680R01003,AM,1,0,0
S7559201,Manifested,#23965606,W7066R018581,AS,1,0,0
S7559201,Manifested,#23965606,A0590U05442011,AS,1,0,0
V7559243,Backorder,#23965612,W6468R014074,AS,1,0,0
FI559312,Ready,#23965623,W6240R001,AYS007,1,0,0
V7559475,Backorder,#23965645,A0684U011,AV,1,0,0
V7559858,Backorder,#23965703,A0684U011,AV,1,0,0
V7560577,Backorder,#23965858,M1250R012,AV,1,0,0
V7560682,Backorder,#23965883,W3903R014,AS,1,0,0
S7560849,Invoiced,#23965913,W9780R048862,AS,1,1,0
S7560849,Invoiced,#23965913,W6334R048311,AS,1,1,0
S7560849,Invoiced,#23965913,W7066R018581,AS,1,1,0
S7560849,Invoiced,#23965913,W6334R038421,AS,1,1,0
S7560849,Invoiced,#23965913,W54187R011,AS,1,1,0
S7561048,Invoiced,#23965952,W54204R011,AS,1,1,0
V7561549,Backorder,#23966064,A0684U011,AV,1,0,0
V7562406,Backorder,#23966274,W9680R01003,AM,1,0,0
V7562437,Backorder,#23966283,A0648U01011,AS,1,0,0
V7562489,Backorder,#23966293,A0648U01011,AS,1,0,0
V7563132,Backorder,#23966429,A0684U011,AV,2,0,0
V7563290,Backorder,#23966466,A0684U011,AV,1,0,0
V7563493,Backorder,#23966514,W51361R040640,AS,1,0,0
V7564701,Backorder,#23966813,A0648U01011,AS,1,0,0
V7564767,Backorder,#23966840,A0648U01011,AS,1,0,0
S7564981,Invoiced,#23966914,M1205R054424,AS,1,1,0
S7564981,Invoiced,#23966914,M6154R054423,AS,1,1,0
S7564981,Invoiced,#23966914,M2073R014,AS,1,1,0
V7565285,,#23967001,W4662R001,AV,1,0,0
S7565293,Invoiced,#23967005,W7066R018581,AS,1,1,0
S7565293,Invoiced,#23967005,W9845R054422,AS,1,1,0
S7565293,Invoiced,#23967005,W5766R054421,AS,1,1,0
V7565415,Backorder,#23967039,A0684U011,AV,1,0,0
V7565733,Invoiced,#23967123,GCSHOPIFY,AV,2,2,0
S7565858,Manifested,#23967166,A0669U01070,AS,1,0,0
V7565919,Backorder,#23967182,A0648U01011,AS,1,0,0
V7567213,Backorder,#23967441,A0684U011,AV,1,0,0
V7567659,Backorder,#23967518,A0684U011,AV,1,0,0
S7567728,Invoiced,#23967540,W7066R018581,AS,1,1,0
S7567728,Invoiced,#23967540,M2066R030404,AS,1,1,0
S7567728,Invoiced,#23967540,M6122R030403,AS,1,1,0
S7567728,Invoiced,#23967540,M2066R014,AS,1,1,0
S7567728,Invoiced,#23967540,M2066R004,AS,1,1,0
S7567728,Invoiced,#23967540,M2066R040644,AS,1,1,0
S7567728,Invoiced,#23967540,M6122R013,AS,1,1,0
V7568028,Backorder,#23967615,A0684U011,AV,1,0,0
V7568176,Backorder,#23967636,A0684U011,AV,1,0,0
V7568356,Backorder,#23967662,A0648U01011,AS,1,0,0
V7569072,Backorder,#23967760,A0648U01011,AS,1,0,0
V7574283,Backorder,#23968040,A0648U01011,AS,1,0,0
V7578147,Backorder,#23968133,A0648U01011,AS,1,0,0
V7579088,Backorder,#23968205,W51361R040642,AS,1,0,0
V7578944,Backorder,#23968209,A0648U01011,AS,1,0,0
S7580872,Invoiced,#23968616,M6138R038144,AS,1,1,0
FV581357,Ready,#23968716,M3199R054423,AYS018,1,0,0
S7582235,Invoiced,#23968891,W6519R01001,AS,1,1,0
S7582235,Invoiced,#23968891,W6518R033201,AS,1,1,0
V7582427,Backorder,#23968912,M6125R058073,AS,1,0,0
V7582458,Backorder,#23968916,W54162R011,AS,1,0,0
V7582780,Backorder,#23968986,W8277R038504,AS,1,0,0
GT583376,Ready,#23969113,W51298R01003,AYS029,1,0,0
V7584242,Backorder,#23969266,U5019RG060811,AV,1,0,0
V7584546,Backorder,#23969334,A0648U01011,AS,1,0,0
V7584949,Backorder,#23969443,A0684U011,AV,1,0,0
V7584972,Backorder,#23969450,A0684U011,AV,1,0,0
OA584974,Invoiced,#23969452,M1205R030403,AYS015,1,1,0
S7586495,Invoiced,#23969775,W5762R029101,AS,1,1,0
V7589450,Backorder,#23970113,A0684U011,AV,1,0,0
D7594684,Packing,#23970285,W54172R065092,AM,1,0,0
D7594684,Packing,#23970285,W9811R033202,AM,1,0,0
S7597541,Invoiced,#23970405,W54177R01003,AS,1,1,0
V7599039,Backorder,#23970551,W4496R032992,AS,1,0,0
D7600120,Backorder,#23970750,W9680R01001,AM,1,0,0
V7600902,Backorder,#23970869,W8277R038504,AS,1,0,0
V7601186,Backorder,#23970936,M3199R043523,AS,1,0,0
V7601761,Backorder,#23971005,W54329R055942,AS,1,0,0
V7607090,Backorder,#23971269,A0648U01011,AS,1,0,0
V7612190,Backorder,#23971526,M6125R058075,AS,1,0,0
D7612328,Invoiced,#23971539,B1019F00013.5OZ,AM,1,1,0
S7612328,OE-CANCEL,#23971539,B1019F00013.5OZ,AS,1,0,1
PI612908,Ready,#23971620,M1205R014,AYS103,1,0,0
S7613198,,#23971658,U5012RG054422,AS,1,0,0
S7613198,,#23971658,A0120U029252,AS,1,0,0
S7613198,,#23971658,A0494U001,AS,1,0,0
V7613198,,#23971658,A0485W002,AV,1,0,0
S7613198,,#23971658,W9856R054422,AS,1,0,0
V7613198,,#23971658,M5151R029102,AV,2,0,0
S7613198,,#23971658,W3845R029101,AS,1,0,0
S7613198,,#23971658,W5762R029102,AS,1,0,0
S7613198,,#23971658,A0480U055062,AS,1,0,0
S7613198,,#23971658,A0480U00014,AS,1,0,0
S7613198,,#23971658,A0480U01004,AS,1,0,0
S7613198,,#23971658,A0480U060822,AS,1,0,0
S7613198,,#23971658,A0480U053844,AS,1,0,0
S7613198,,#23971658,U3031RG054422,AS,1,0,0
S7613198,,#23971658,W1444R054422,AS,1,0,0
S7613198,,#23971658,W6472RG054422,AS,1,0,0
S7613198,,#23971658,A0467U054421,AS,1,0,0
S7613198,,#23971658,M1235R030403,AS,1,0,0
S7613198,,#23971658,M6145R030404,AS,1,0,0
WL613198,,#23971658,W9785R029102,AYS075,1,0,0
D7613185,Backorder,#23971664,W9811R033202,AM,1,0,0
GT613931,Ready,#23971805,U5012RG029105,AYS029,1,0,0
GT613931,Ready,#23971805,A0801U01001,AYS029,1,0,0
GT613931,Ready,#23971805,W1484R038503,AYS029,1,0,0
GT613931,Ready,#23971805,W8277R055062,AYS029,1,0,0
GT613931,Ready,#23971805,A0684U054421,AYS029,1,0,0
S7614096,Invoiced,#23971834,W51231R013,AS,1,1,0
V7615219,Backorder,#23972176,A0648U01011,AS,1,0,0
S7615985,Invoiced,#23972428,W3893R014070,AS,1,1,0
V7616013,Backorder,#23972439,A0648U01011,AS,1,0,0
S7616039,Invoiced,#23972451,W6334R054421,AS,1,1,0
V7616335,Backorder,#23972562,W4662R011,AV,1,0,0
V7616551,Packing,#23972632,W7066R018581,AV,1,0,0
V7616551,Packing,#23972632,A0543U054421,AV,1,0,0
V7616551,Packing,#23972632,W6496R054872,AV,1,0,0
V7616551,Packing,#23972632,W1484R054872,AV,1,0,0
S7616820,Invoiced,#23972731,W9856R054423,AS,1,1,0
S7616820,Invoiced,#23972731,A0225U054421,AS,1,1,0
V7617561,Backorder,#23972983,A0684U011,AV,1,0,0
V7617894,Backorder,#23973105,A0684U011,AV,2,0,0
V7618738,,#23973441,W8277R038503,AS,1,0,0
V7618967,Backorder,#23973521,W9680R064012,AV,1,0,0
V7618967,Backorder,#23973521,A0648U01011,AS,1,0,0
V7619050,Backorder,#23973548,W2737R040643,AS,1,0,0
KP619255,Ready,#23973638,W2730R003,AYS073,1,0,0
V7619746,Backorder,#23973784,W54162R013,AS,1,0,0
S7619684,Invoiced,#23973795,W54172R063553,AS,1,1,0
S7619684,Invoiced,#23973795,W9811R063553,AS,1,1,0
V7619979,Backorder,#23973910,M6125R058073,AS,1,0,0
MV620399,Accepted,#23974104,W2737R048313,AYS023,1,0,0
V7621401,Backorder,#23974476,W9811R065094,AM,1,0,0
V7621488,Backorder,#23974499,A0648U01011,AS,1,0,0
V7621726,Backorder,EXCHL-23823351-1,W6468R014073,AS,1,0,0
V7621804,Backorder,#23974618,A0684U011,AV,1,0,0
RC621856,Invoiced,#23974659,A0286W062811,AYS022,1,1,0
V7621985,Backorder,#23974713,W51316R010,AV,1,0,0
S7622129,Invoiced,#23974756,W2799R002,AS,1,1,0
S7622129,Invoiced,#23974756,W51154R038422,AS,1,1,0
V7622401,Backorder,#23974845,A0648U01011,AS,1,0,0
FV622549,Invoiced,#23974913,A0485W054422,AYS018,1,1,0
FV622549,Invoiced,#23974913,A0485W002,AYS018,1,1,0
FV622549,Invoiced,#23974913,A0485W012,AYS018,1,1,0
S7625487,Invoiced,#23975492,W9634R002,AS,1,1,0
S7625487,Invoiced,#23975492,W9634R011,AS,1,1,0
S7628503,,#23975679,W9856R012,AS,1,0,0
S7628503,,#23975679,W8278R01002,AS,1,0,0
V7629194,Backorder,#23975857,A0648U01011,AS,1,0,0
V7629308,Backorder,#23975894,M3259R038422,AV,1,0,0
V7629674,Backorder,#23976000,W2737R040642,AS,1,0,0
V7629674,Backorder,#23976000,W2737R040643,AS,1,0,0
V7629744,Backorder,#23976016,W51361R040644,AS,1,0,0
V7630567,Backorder,#23976205,W51316R012,AV,1,0,0
V7631366,Backorder,#23976391,A0648U01011,AS,1,0,0
V7632655,Backorder,#23976737,A0684U011,AV,1,0,0
V7632840,,#23976809,A0684U011,AV,1,0,0
V7632907,Backorder,#23976816,A0684U011,AV,1,0,0
V7633080,Backorder,#23976870,A0684U011,AV,1,0,0
S7634058,Invoiced,#23977118,W6295R054422,AS,1,1,0
S7634069,Invoiced,#23977118,W1430R014,AS,1,1,0
S7634058,Invoiced,#23977118,W2763R014,AS,1,1,0
S7634493,Invoiced,#23977213,M5190R012,AS,1,1,0
V7635223,Backorder,#23977445,W54162R014,AS,1,0,0
CB635653,Ready,#23977598,W1444R002,AYS057,1,0,0
V7636665,Backorder,#23977856,A0684U011,AV,1,0,0
S7636706,Invoiced,#23977858,W54177R01002,AS,1,1,0
V7636710,Backorder,#23977861,A0684U011,AV,1,0,0
V7636832,Backorder,#23977872,A0684U011,AV,1,0,0
V7638109,Backorder,#23978087,M3199R043523,AS,1,0,0
V7638408,Backorder,#23978134,W8277R038503,AS,1,0,0
V7645769,Backorder,#23978319,A0648U01011,AS,1,0,0
V7647671,Backorder,#23978758,W8277R038503,AS,1,0,0
V7647786,Backorder,#23978788,W54162R010,AS,1,0,0
V7647780,Backorder,#23978792,W9536R055940,AS,1,0,0
V7647947,Backorder,#23978838,A0684U011,AV,1,0,0
S7756086,Accepted,#23978984,W6240R013,AS,1,0,0
V7648749,Backorder,#23979109,M1250R013,AS,1,0,0
MA648743,Ready,#23979115,A0480U033202,AYS083,1,0,0
V7649069,Backorder,#23979230,A0648U01011,AS,1,0,0
LC649142,Ready,#23979256,A0684U062811,AYS054,1,0,0
V7650568,Backorder,#23979791,W3903R014,AS,1,0,0
V7651049,Backorder,#23979947,A0648U01011,AS,1,0,0
V7651996,Backorder,#23980256,A0684U011,AV,1,0,0
V7652059,Backorder,#23980263,W2737R040642,AS,1,0,0
S7652403,Invoiced,#23980392,W54172R063551,AS,1,1,0
S7652403,Invoiced,#23980392,W9811R063552,AS,1,1,0
V7652999,Backorder,#23980607,W9772R014,AS,1,0,0
MA654223,Ready,#23981012,M1205R012,AYS083,1,0,0
GT654483,Ready,#23981105,W1406R038424,AYS029,1,0,0
GT654483,Ready,#23981105,W6334R038424,AYS029,1,0,0
V7660884,Backorder,EXCHL-23593021-1,M3199R043524,AS,1,0,0
V7662318,Backorder,#23982037,A0684U011,AV,1,0,0
GS662771,Ready,#23982066,W6334R013,AYS044,1,0,0
S7665874,Invoiced,#23982268,W9351RG00011,AS,1,1,0
S7665874,Invoiced,#23982268,W5766R054420,AS,1,1,0
S7665874,Invoiced,#23982268,W9845R054421,AS,1,1,0
S7665874,Invoiced,#23982268,A0286W054421,AS,1,1,0
V7666826,Backorder,EXCHL-23876925-1,W6468R014073,AS,1,0,0
V7666909,,#23982348,W7066R018581,AV,1,0,0
V7666909,,#23982348,W6240R060302,AV,1,0,0
S7666909,,#23982348,W6334R054422,AS,1,0,0
BH666912,,#23982348,W6543R054422,AYS001,1,0,0
PM667041,Ready,#23982359,W6442R014,AYS031,1,0,0
D7669546,Backorder,#23982737,W9811R033202,AM,1,0,0
V7669649,Backorder,#23982761,W6468R014073,AS,1,0,0
V7669941,Backorder,#23982866,A0648U01011,AS,1,0,0
V7670034,Backorder,#23982889,A0648U01011,AS,1,0,0
V7670293,Backorder,#23982960,A0684U011,AV,1,0,0
V7671941,Backorder,#23983379,A0648U01011,AS,1,0,0
V7672501,Backorder,#23983425,A0648U01011,AS,1,0,0
V7672535,Backorder,#23983434,M3199R043523,AS,1,0,0
V7672793,Backorder,#23983478,A0684U011,AV,1,0,0
V7675787,Backorder,#23983605,A0684U011,AV,1,0,0
V7676993,Backorder,#23983829,A0648U01011,AS,1,0,0
V7677656,,#23983945,W6334R038421,AV,1,0,0
V7677656,,#23983945,W7066R018581,AV,1,0,0
V7677656,,#23983945,W7066R018581,AV,1,0,0
V7677656,,#23983945,W6240R011,AV,1,0,0
V7677656,,#23983945,W51432R038421,AV,1,0,0
V7677656,,#23983945,W6145R011,AV,1,0,0
GH677710,Ready,#23983967,W54204R012,AYS079,1,0,0
V7677909,Backorder,#23984009,A0648U01011,AS,1,0,0
V7678361,Backorder,#23984088,M1250R013,AS,1,0,0
HRE78533,Ready,#23984127,U5013RG029101,AYS105,1,0,0
V7678803,Backorder,#23984198,A0684U011,AV,1,0,0
V7678857,Backorder,#23984213,A0648U01011,AS,1,0,0
NS678889,Ready,#23984226,W9811R063552,AYS041,1,0,0
NS678889,Ready,#23984226,W6518R063552,AYS041,1,0,0
V7679153,Backorder,#23984290,A0684U011,AV,2,0,0
V7679506,Backorder,#23984375,A0684U011,AV,1,0,0
V7679527,Backorder,#23984379,M1250R012,AV,1,0,0
V7679761,Backorder,#23984439,A0648U01011,AS,1,0,0
V7680192,,#23984540,W3442R012,AV,1,0,0
V7680192,,#23984540,W7066R018581,AV,1,0,0
V7680192,,#23984540,W7066R018581,AV,1,0,0
V7680192,,#23984540,W51154R013,AV,1,0,0
V7680192,,#23984540,A0485W012,AV,1,0,0
V7680192,,#23984540,W5766R038423,AV,1,0,0
V7680192,,#23984540,W1406R038424,AV,1,0,0
V7681472,Backorder,EXCHL-23910973-1,W8277R038503,AS,1,0,0
V7681375,Backorder,#23984849,A0684U011,AV,1,0,0
V7681661,Backorder,#23984914,A0684U011,AV,1,0,0
V7681842,Backorder,#23984946,A0684U011,AV,1,0,0
S7681902,Invoiced,#23984962,W54172R063551,AS,1,1,0
V7681990,Backorder,#23984986,A0648U01011,AS,1,0,0
V7683696,Backorder,#23985346,A0684U011,AV,1,0,0
V7683782,Backorder,#23985361,A0684U011,AV,1,0,0
V7683953,Backorder,#23985397,A0684U011,AV,1,0,0
FI684345,Ready,#23985459,A0684U001,AYS007,1,0,0
V7684442,Backorder,#23985476,A0684U011,AV,1,0,0
V7684452,Backorder,#23985478,M1250R013,AS,1,0,0
S7684557,Invoiced,#23985487,W6295R062812,AS,1,1,0
V7685041,Backorder,#23985541,A0648U01011,AS,1,0,0
V7685721,Backorder,#23985609,W4496R032991,AS,1,0,0
ET689877,Ready,#23985647,M6153R01012,AYS056,1,0,0
S7690062,Invoiced,#23985660,W2785R002,AS,1,1,0
S7690062,Invoiced,#23985660,W9845R054422,AS,1,1,0
S7690062,Invoiced,#23985660,W6334R054422,AS,1,1,0
V7690133,Backorder,#23985667,A0684U011,AV,1,0,0
V7693655,Backorder,#23985827,A0684U011,AV,1,0,0
